#ID,HPバー本数,属性倍率,,,,,,,,,バッドステータス耐性割合,,,,,,,,,,,初期覚醒設定,1ターンの行動回数,パッシブスキル,通常攻撃,,,,,,,,スキル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,死亡時発動スキル,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スキル1,,,,,,,,スキル2,,,,,,,,スキル3,,,,,,,,スキル4,,,,,,,,スキル5,,,,,,,,スキル6,,,,,,,,スキル7,,,,,,,,スキル8,,,,,,,,スキル9,,,,,,,,スキル10,,,,,,,,スキル11,,,,,,,,スキル12,,,,,,,,スキル13,,,,,,,,スキル14,,,,,,,,スキル1,,,,,,,,スキル2,,,,,,,,スキル3,,,,,,,,スキル4,,,,,,,,スキル5,,,,,,,,スキル,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,火,氷,風,光,闇,土,雷,水,無,スタン,サインレス,チャーム,毒,炎上,凍結,裂風,アンダーマイン,弱点付与,感電,トラップ,,,スキルID,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,

#40020432,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,3,,,,,,,,,,44197204,40195203,4,RANDOM,1,1000,100,,44197205,40195203,5,RANDOM,1,1000,100,,44197205,40195203,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020433,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44197206,40195204,7,ENEMY1,1,1000,100,,44197207,40195205,8,ENEMY2,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020511,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44198001,40196001,1,RANDOM,1,1000,100,,44198002,40196002,2,RANDOM,1,1000,100,,44198003,40196003,3,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020512,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44198004,40196004,4,MERCENARY,1,1000,100,,44198005,40196005,5,THIEF,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020513,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44198006,40196006,6,MILLIONAIRE,1,1000,100,,44198007,40196007,7,SINGER,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020521,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44198101,40196101,1,RANDOM,1,1000,100,,44198102,40196102,2,RANDOM,1,1000,100,,44198103,40196103,3,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020522,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44198104,40196104,4,MERCENARY,1,1000,100,,44198105,40196105,5,THIEF,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020523,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44198106,40196106,6,MILLIONAIRE,1,1000,100,,44198107,40196107,7,SINGER,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020531,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44198201,40196201,1,RANDOM,1,1000,100,,44198202,40196202,2,RANDOM,1,1000,100,,44198203,40196203,3,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020532,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44198204,40196204,4,MERCENARY,1,1000,100,,44198205,40196205,5,THIEF,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020533,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,,,,,,,,,44198206,40196206,6,MILLIONAIRE,1,1000,100,,44198207,40196207,7,SINGER,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020631,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,19,,,,,,,,,,44199001,40197001,1,RANDOM,10,1000,100,,44199001,40197002,1,RANDOM,10,1000,100,,44199002,40197001,2,RANDOM,5,1000,100,,44199002,40197002,2,RANDOM,5,1000,100,,44199003,40197003,3,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199004,40197003,4,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199005,40197003,5,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199006,40197004,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020632,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44199012,40197010,12,ENEMY2,1,1000,100,,44199013,40197006,13,RANDOM,1,1,100,,44199014,40197011,14,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199015,40197012,15,ENEMY3,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020633,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44199007,40197005,7,ENEMY3,1,1000,100,,44199008,40197006,8,RANDOM,1,1,100,,44199009,40197007,9,HIGH_ATK_USER,1,1000,100,,44199010,40197008,10,HIGH_INT_USER,1,1000,100,,44199011,40197009,11,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020641,4,50,50,50,50,100,50,50,50,50,,,,,,,,,,,,,19,,,,,,,,,,44199101,40197101,1,RANDOM,10,1000,100,,44199101,40197102,1,RANDOM,10,1000,100,,44199102,40197101,2,RANDOM,5,1000,100,,44199102,40197102,2,RANDOM,5,1000,100,,44199103,40197103,3,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199104,40197103,4,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199105,40197103,5,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199106,40197104,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020642,3,50,50,50,50,100,50,50,50,50,,,,,,,,,,,,,4,,,,,,,,,,44199107,40197105,7,ENEMY2,1,1000,100,,44199108,40197106,8,RANDOM,1,1,100,,44199109,40197107,9,HIGH_ATK_USER,1,1000,100,,44199110,40197108,10,HIGH_INT_USER,1,1000,100,,44199111,40197109,11,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020643,3,50,50,50,50,100,50,50,50,50,,,,,,,,,,,,,4,,,,,,,,,,44199112,40197110,12,ENEMY3,1,1000,100,,44199113,40197106,13,RANDOM,1,1,100,,44199114,40197111,14,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199115,40197112,15,ENEMY2,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020651,5,30,30,30,30,100,30,30,30,30,,,,,,,,,,,,,19,,,,,,,,,,44199201,40197201,1,RANDOM,10,1000,100,,44199201,40197202,1,RANDOM,10,1000,100,,44199202,40197201,2,RANDOM,5,1000,100,,44199202,40197202,2,RANDOM,5,1000,100,,44199203,40197203,3,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199204,40197203,4,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199205,40197203,5,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199206,40197204,6,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020652,3,30,30,30,30,100,30,30,30,30,,,,,,,,,,,,,4,,,,,,,,,,44199207,40197205,7,ENEMY2,1,1000,100,,44199208,40197206,8,RANDOM,1,1,100,,44199209,40197207,9,HIGH_ATK_USER,1,1000,100,,44199210,40197208,10,HIGH_INT_USER,1,1000,100,,44199211,40197209,11,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020653,3,30,30,30,30,100,30,30,30,30,,,,,,,,,,,,,4,,,,,,,,,,44199212,40197210,12,ENEMY3,1,1000,100,,44199213,40197206,13,RANDOM,1,1,100,,44199214,40197211,14,WEAKNESS_USER_NOT_FOR_RANDOM,1,1000,100,,44199215,40197212,15,ENEMY2,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020731,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,6,,,,,,,,,,44200001,40198001,1,RANDOM,0,1,100,,44200002,40198002,2,RANDOM,0,1,100,,44200003,40198003,3,RANDOM,6,1000,100,,1,40198005,4,RANDOM,4,1000,100,,44200004,40198004,4,ENEMY2,4,1000,100,,44200205,40198006,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020732,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44200016,40198007,9,RANDOM,1,1000,100,,44200017,40198007,10,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020733,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,7,,,,,,,,,,1,40198017,6,RANDOM,4,1000,100,,44200012,40198008,6,ENEMY2,4,1000,100,,44200013,40198009,7,ENEMY1,1,1000,100,,44200014,40198010,8,ENEMY4,1,1000,100,,44200015,40198011,9,ENEMY2,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020734,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44200006,40198012,11,THIEF,1,1000,100,,44200007,40198012,12,SINGER,1,1000,100,,44200008,40198013,13,RANDOM,2,1000,100,,44200009,40198014,14,MERCENARY,1,1000,100,,44200010,40198014,15,MILLIONAIRE,1,1000,100,,44200011,40198015,16,RANDOM,2,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020741,4,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,6,,,,,,,,,,44200101,40198101,1,RANDOM,0,1,100,,44200102,40198102,2,RANDOM,0,1,100,,44200103,40198103,3,RANDOM,6,1000,100,,1,40198105,4,RANDOM,4,1000,100,,44200104,40198104,4,ENEMY4,4,1000,100,,44200105,40198106,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020742,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44200106,40198107,14,THIEF,1,1000,100,,44200107,40198107,15,SINGER,1,1000,100,,44200108,40198108,16,RANDOM,2,1000,100,,44200109,40198109,17,MERCENARY,1,1000,100,,44200110,40198109,18,MILLIONAIRE,1,1000,100,,44200111,40198110,19,RANDOM,2,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020743,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,7,,,,,,,,,,1,40198117,6,RANDOM,4,1000,100,,44200112,40198111,6,ENEMY4,4,1000,100,,44200113,40198112,7,ENEMY1,1,1000,100,,44200114,40198113,8,ENEMY2,1,1000,100,,44200115,40198114,9,ENEMY4,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020744,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44200116,40198115,10,HIGH_HP_USER,1,1000,100,,44200117,40198115,11,HIGH_HP_USER,1,1000,100,,44200118,40198115,12,RANDOM,1,1000,100,,44200119,40198115,13,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020751,5,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,6,,,,,,,,,,44200201,40198201,1,RANDOM,0,1,100,,44200202,40198202,2,RANDOM,0,1,100,,44200203,40198203,3,RANDOM,6,1000,100,,1,40198205,4,RANDOM,4,1000,100,,44200204,40198204,4,ENEMY4,4,1000,100,,44200205,40198206,5,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020752,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,2,,,,,,,,,,44200206,40198207,14,THIEF,1,1000,100,,44200207,40198207,15,SINGER,1,1000,100,,44200208,40198208,16,RANDOM,2,1000,100,,44200209,40198209,17,MERCENARY,1,1000,100,,44200210,40198209,18,MILLIONAIRE,1,1000,100,,44200211,40198210,19,RANDOM,2,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020753,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,7,,,,,,,,,,1,40198217,6,RANDOM,4,1000,100,,44200212,40198211,6,ENEMY4,4,1000,100,,44200213,40198212,7,ENEMY1,1,1000,100,,44200214,40198213,8,ENEMY2,1,1000,100,,44200215,40198214,9,ENEMY4,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#40020754,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,4,,,,,,,,,,44200216,40198215,10,HIGH_HP_USER,1,1000,100,,44200217,40198215,11,HIGH_HP_USER,1,1000,100,,44200218,40198215,12,RANDOM,1,1000,100,,44200219,40198215,13,RANDOM,1,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
