#ID,２Ｄ演出,３Ｄ演出,,,,,共通演出,機能1,,,,,,,,,,,,,,,,,,,,,,,,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,ムービー名,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,チェイン倍率,ヘイト上限,
61001286,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_DARK,ATK,0,0,,1,10000,
61001287,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_DARK,ATK,0,0,,1,10000,
61001295,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_WIND,ATK,0,0,,1,10000,
61001296,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_WIND,ATK,0,0,,1,10000,
61001297,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_WIND,ATK,0,0,,1,10000,
61001305,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_LIGHT,ATK,0,0,,1,10000,
61001306,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_LIGHT,ATK,0,0,,1,10000,
61001307,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_LIGHT,ATK,0,0,,1,10000,
61001315,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_DARK,ATK,0,0,,1,10000,
61001316,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_DARK,ATK,0,0,,1,10000,
61001317,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_DARK,ATK,0,0,,1,10000,
61001325,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_LIGHT,ATK,0,0,,1,10000,
61001326,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_LIGHT,ATK,0,0,,1,10000,
61001327,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_LIGHT,ATK,0,0,,1,10000,
61001335,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_DARK,ATK,0,0,,1,10000,
61001336,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_DARK,ATK,0,0,,1,10000,
61001337,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_DARK,ATK,0,0,,1,10000,
61001345,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,LIGHT_DARK,ATK,0,0,,1,10000,
61001346,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,LIGHT_DARK,ATK,0,0,,1,10000,
61001347,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,LIGHT_DARK,ATK,0,0,,1,10000,
61001355,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_ICE,INT,0,0,,1,10000,
61001356,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_ICE,INT,0,0,,1,10000,
61001357,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_ICE,INT,0,0,,1,10000,
61001365,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_WIND,INT,0,0,,1,10000,
61001366,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_WIND,INT,0,0,,1,10000,
61001367,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_WIND,INT,0,0,,1,10000,
61001375,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_LIGHT,INT,0,0,,1,10000,
61001376,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_LIGHT,INT,0,0,,1,10000,
61001377,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_LIGHT,INT,0,0,,1,10000,
61001385,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_DARK,INT,0,0,,1,10000,
61001386,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_DARK,INT,0,0,,1,10000,
61001387,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_DARK,INT,0,0,,1,10000,
61001395,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_WIND,INT,0,0,,1,10000,
61001396,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_WIND,INT,0,0,,1,10000,
61001397,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_WIND,INT,0,0,,1,10000,
61001405,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_LIGHT,INT,0,0,,1,10000,
61001406,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_LIGHT,INT,0,0,,1,10000,
61001407,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_LIGHT,INT,0,0,,1,10000,
61001415,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_DARK,INT,0,0,,1,10000,
61001416,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_DARK,INT,0,0,,1,10000,
61001417,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_DARK,INT,0,0,,1,10000,
61001425,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_LIGHT,INT,0,0,,1,10000,
61001426,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_LIGHT,INT,0,0,,1,10000,
61001427,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_LIGHT,INT,0,0,,1,10000,
61001435,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_DARK,INT,0,0,,1,10000,
61001436,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_DARK,INT,0,0,,1,10000,
61001437,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_DARK,INT,0,0,,1,10000,
61001445,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,LIGHT_DARK,INT,0,0,,1,10000,
61001446,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,LIGHT_DARK,INT,0,0,,1,10000,
61001447,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,LIGHT_DARK,INT,0,0,,1,10000,
61001455,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_ICE,DEF,0,0,,1,10000,
61001456,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_ICE,DEF,0,0,,1,10000,
61001457,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_ICE,DEF,0,0,,1,10000,
61001465,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_WIND,DEF,0,0,,1,10000,
61001466,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_WIND,DEF,0,0,,1,10000,
61001467,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_WIND,DEF,0,0,,1,10000,
61001475,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_LIGHT,DEF,0,0,,1,10000,
61001476,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_LIGHT,DEF,0,0,,1,10000,
61001477,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_LIGHT,DEF,0,0,,1,10000,
61001485,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_DARK,DEF,0,0,,1,10000,
61001486,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_DARK,DEF,0,0,,1,10000,
61001487,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_DARK,DEF,0,0,,1,10000,
61001495,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_WIND,DEF,0,0,,1,10000,
61001496,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_WIND,DEF,0,0,,1,10000,
61001497,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_WIND,DEF,0,0,,1,10000,
61001505,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_LIGHT,DEF,0,0,,1,10000,
61001506,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_LIGHT,DEF,0,0,,1,10000,
61001507,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_LIGHT,DEF,0,0,,1,10000,
61001515,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_DARK,DEF,0,0,,1,10000,
61001516,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_DARK,DEF,0,0,,1,10000,
61001517,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_DARK,DEF,0,0,,1,10000,
61001525,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_LIGHT,DEF,0,0,,1,10000,
61001526,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_LIGHT,DEF,0,0,,1,10000,
61001527,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_LIGHT,DEF,0,0,,1,10000,
61001535,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_DARK,DEF,0,0,,1,10000,
61001536,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_DARK,DEF,0,0,,1,10000,
61001537,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_DARK,DEF,0,0,,1,10000,
61001545,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,LIGHT_DARK,DEF,0,0,,1,10000,
61001546,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,LIGHT_DARK,DEF,0,0,,1,10000,
61001547,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,LIGHT_DARK,DEF,0,0,,1,10000,
61001555,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_ICE,MDEF,0,0,,1,10000,
61001556,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_ICE,MDEF,0,0,,1,10000,
61001557,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_ICE,MDEF,0,0,,1,10000,
61001565,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_WIND,MDEF,0,0,,1,10000,
61001566,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_WIND,MDEF,0,0,,1,10000,
61001567,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_WIND,MDEF,0,0,,1,10000,
61001575,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_LIGHT,MDEF,0,0,,1,10000,
61001576,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_LIGHT,MDEF,0,0,,1,10000,
61001577,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_LIGHT,MDEF,0,0,,1,10000,
61001585,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_DARK,MDEF,0,0,,1,10000,
61001586,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_DARK,MDEF,0,0,,1,10000,
61001587,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_DARK,MDEF,0,0,,1,10000,
61001595,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_WIND,MDEF,0,0,,1,10000,
61001596,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_WIND,MDEF,0,0,,1,10000,
61001597,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_WIND,MDEF,0,0,,1,10000,
61001605,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_LIGHT,MDEF,0,0,,1,10000,
61001606,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_LIGHT,MDEF,0,0,,1,10000,
61001607,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_LIGHT,MDEF,0,0,,1,10000,
61001615,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_DARK,MDEF,0,0,,1,10000,
61001616,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_DARK,MDEF,0,0,,1,10000,
61001617,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_DARK,MDEF,0,0,,1,10000,
61001625,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_LIGHT,MDEF,0,0,,1,10000,
61001626,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_LIGHT,MDEF,0,0,,1,10000,
61001627,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_LIGHT,MDEF,0,0,,1,10000,
61001635,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_DARK,MDEF,0,0,,1,10000,
61001636,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_DARK,MDEF,0,0,,1,10000,
61001637,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_DARK,MDEF,0,0,,1,10000,
61001645,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,LIGHT_DARK,MDEF,0,0,,1,10000,
61001646,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,LIGHT_DARK,MDEF,0,0,,1,10000,
61001647,,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,LIGHT_DARK,MDEF,0,0,,1,10000,
61001655,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_ICE,ATK,0,0,,1,10000,
61001656,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_ICE,ATK,0,0,,1,10000,
61001657,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_ICE,ATK,0,0,,1,10000,
61001665,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_WIND,ATK,0,0,,1,10000,
61001666,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_WIND,ATK,0,0,,1,10000,
61001667,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_WIND,ATK,0,0,,1,10000,
61001675,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_LIGHT,ATK,0,0,,1,10000,
61001676,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_LIGHT,ATK,0,0,,1,10000,
61001677,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_LIGHT,ATK,0,0,,1,10000,
61001685,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_DARK,ATK,0,0,,1,10000,
61001686,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_DARK,ATK,0,0,,1,10000,
61001687,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_DARK,ATK,0,0,,1,10000,
61001695,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_WIND,ATK,0,0,,1,10000,
61001696,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_WIND,ATK,0,0,,1,10000,
61001697,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_WIND,ATK,0,0,,1,10000,
61001705,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_LIGHT,ATK,0,0,,1,10000,
61001706,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_LIGHT,ATK,0,0,,1,10000,
61001707,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_LIGHT,ATK,0,0,,1,10000,
61001715,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_DARK,ATK,0,0,,1,10000,
61001716,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_DARK,ATK,0,0,,1,10000,
61001717,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_DARK,ATK,0,0,,1,10000,
61001725,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_LIGHT,ATK,0,0,,1,10000,
61001726,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_LIGHT,ATK,0,0,,1,10000,
61001727,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_LIGHT,ATK,0,0,,1,10000,
61001735,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_DARK,ATK,0,0,,1,10000,
61001736,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_DARK,ATK,0,0,,1,10000,
61001737,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_DARK,ATK,0,0,,1,10000,
61001745,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,LIGHT_DARK,ATK,0,0,,1,10000,
61001746,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,LIGHT_DARK,ATK,0,0,,1,10000,
61001747,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,LIGHT_DARK,ATK,0,0,,1,10000,
61001755,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_ICE,INT,0,0,,1,10000,
61001756,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_ICE,INT,0,0,,1,10000,
61001757,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_ICE,INT,0,0,,1,10000,
61001765,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_WIND,INT,0,0,,1,10000,
61001766,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_WIND,INT,0,0,,1,10000,
61001767,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_WIND,INT,0,0,,1,10000,
61001775,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_LIGHT,INT,0,0,,1,10000,
61001776,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_LIGHT,INT,0,0,,1,10000,
61001777,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_LIGHT,INT,0,0,,1,10000,
61001785,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_DARK,INT,0,0,,1,10000,
61001786,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_DARK,INT,0,0,,1,10000,
61001787,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_DARK,INT,0,0,,1,10000,
61001795,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_WIND,INT,0,0,,1,10000,
61001796,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_WIND,INT,0,0,,1,10000,
61001797,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_WIND,INT,0,0,,1,10000,
61001805,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_LIGHT,INT,0,0,,1,10000,
61001806,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_LIGHT,INT,0,0,,1,10000,
61001807,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_LIGHT,INT,0,0,,1,10000,
61001815,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,ICE_DARK,INT,0,0,,1,10000,
61001816,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,ICE_DARK,INT,0,0,,1,10000,
61001817,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,ICE_DARK,INT,0,0,,1,10000,
61001825,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_LIGHT,INT,0,0,,1,10000,
61001826,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_LIGHT,INT,0,0,,1,10000,
61001827,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_LIGHT,INT,0,0,,1,10000,
61001835,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,WIND_DARK,INT,0,0,,1,10000,
61001836,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,WIND_DARK,INT,0,0,,1,10000,
61001837,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,WIND_DARK,INT,0,0,,1,10000,
61001845,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,LIGHT_DARK,INT,0,0,,1,10000,
61001846,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,LIGHT_DARK,INT,0,0,,1,10000,
61001847,,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,LIGHT_DARK,INT,0,0,,1,10000,
61001855,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_ICE,DEF,0,0,,1,10000,
61001856,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,220,,FIRE_ICE,DEF,0,0,,1,10000,
61001857,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,270,,FIRE_ICE,DEF,0,0,,1,10000,
61001865,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,170,,FIRE_WIND,DEF,0,0,,1,10000,
