#ID,２Ｄ演出,３Ｄ演出,,,,,機能1,,,,,,,,,,,,,,,,,,,,,,,,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,デッキコンボ倍率使用,ヘイト上限,
60001122,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,WIND_LIGHT,PHYSICS,0,0,,1,10000,
60001123,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,WIND_LIGHT,PHYSICS,0,0,,1,10000,
60001131,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,WIND_DARK,PHYSICS,0,0,,1,10000,
60001132,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,WIND_DARK,PHYSICS,0,0,,1,10000,
60001133,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,WIND_DARK,PHYSICS,0,0,,1,10000,
60001141,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,LIGHT_DARK,PHYSICS,0,0,,1,10000,
60001142,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,LIGHT_DARK,PHYSICS,0,0,,1,10000,
60001143,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,LIGHT_DARK,PHYSICS,0,0,,1,10000,
60001151,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,FIRE_ICE,MAGIC,0,0,,1,10000,
60001152,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,FIRE_ICE,MAGIC,0,0,,1,10000,
60001153,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,FIRE_ICE,MAGIC,0,0,,1,10000,
60001161,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,FIRE_WIND,MAGIC,0,0,,1,10000,
60001162,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,FIRE_WIND,MAGIC,0,0,,1,10000,
60001163,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,FIRE_WIND,MAGIC,0,0,,1,10000,
60001171,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,FIRE_LIGHT,MAGIC,0,0,,1,10000,
60001172,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,FIRE_LIGHT,MAGIC,0,0,,1,10000,
60001173,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,FIRE_LIGHT,MAGIC,0,0,,1,10000,
60001181,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,FIRE_DARK,MAGIC,0,0,,1,10000,
60001182,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,FIRE_DARK,MAGIC,0,0,,1,10000,
60001183,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,FIRE_DARK,MAGIC,0,0,,1,10000,
60001191,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,ICE_WIND,MAGIC,0,0,,1,10000,
60001192,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,ICE_WIND,MAGIC,0,0,,1,10000,
60001193,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,ICE_WIND,MAGIC,0,0,,1,10000,
60001201,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,ICE_LIGHT,MAGIC,0,0,,1,10000,
60001202,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,ICE_LIGHT,MAGIC,0,0,,1,10000,
60001203,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,ICE_LIGHT,MAGIC,0,0,,1,10000,
60001211,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,ICE_DARK,MAGIC,0,0,,1,10000,
60001212,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,ICE_DARK,MAGIC,0,0,,1,10000,
60001213,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,ICE_DARK,MAGIC,0,0,,1,10000,
60001221,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,WIND_LIGHT,MAGIC,0,0,,1,10000,
60001222,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,WIND_LIGHT,MAGIC,0,0,,1,10000,
60001223,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,WIND_LIGHT,MAGIC,0,0,,1,10000,
60001231,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,WIND_DARK,MAGIC,0,0,,1,10000,
60001232,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,WIND_DARK,MAGIC,0,0,,1,10000,
60001233,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,WIND_DARK,MAGIC,0,0,,1,10000,
60001241,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,,,LIGHT_DARK,MAGIC,0,0,,1,10000,
60001242,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,7,,,,LIGHT_DARK,MAGIC,0,0,,1,10000,
60001243,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,15,,,,LIGHT_DARK,MAGIC,0,0,,1,10000,
60001251,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,ATK,0,0,,1,10000,
60001252,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,ATK,0,0,,1,10000,
60001253,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,ATK,0,0,,1,10000,
60001261,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,ATK,0,0,,1,10000,
60001262,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,ATK,0,0,,1,10000,
60001263,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,ATK,0,0,,1,10000,
60001271,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,ATK,0,0,,1,10000,
60001272,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,ATK,0,0,,1,10000,
60001273,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,ATK,0,0,,1,10000,
60001281,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,ATK,0,0,,1,10000,
60001282,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,ATK,0,0,,1,10000,
60001283,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,ATK,0,0,,1,10000,
60001291,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,ATK,0,0,,1,10000,
60001292,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,ATK,0,0,,1,10000,
60001293,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,ATK,0,0,,1,10000,
60001301,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,ATK,0,0,,1,10000,
60001302,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,ATK,0,0,,1,10000,
60001303,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,ATK,0,0,,1,10000,
60001311,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,ATK,0,0,,1,10000,
60001312,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,ATK,0,0,,1,10000,
60001313,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,ATK,0,0,,1,10000,
60001321,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,ATK,0,0,,1,10000,
60001322,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,ATK,0,0,,1,10000,
60001323,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,ATK,0,0,,1,10000,
60001331,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,ATK,0,0,,1,10000,
60001332,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,ATK,0,0,,1,10000,
60001333,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,ATK,0,0,,1,10000,
60001341,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,ATK,0,0,,1,10000,
60001342,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,ATK,0,0,,1,10000,
60001343,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,ATK,0,0,,1,10000,
60001351,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,INT,0,0,,1,10000,
60001352,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,INT,0,0,,1,10000,
60001353,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,INT,0,0,,1,10000,
60001361,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,INT,0,0,,1,10000,
60001362,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,INT,0,0,,1,10000,
60001363,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,INT,0,0,,1,10000,
60001371,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,INT,0,0,,1,10000,
60001372,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,INT,0,0,,1,10000,
60001373,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,INT,0,0,,1,10000,
60001381,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,INT,0,0,,1,10000,
60001382,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,INT,0,0,,1,10000,
60001383,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,INT,0,0,,1,10000,
60001391,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,INT,0,0,,1,10000,
60001392,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,INT,0,0,,1,10000,
60001393,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,INT,0,0,,1,10000,
60001401,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,INT,0,0,,1,10000,
60001402,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,INT,0,0,,1,10000,
60001403,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,INT,0,0,,1,10000,
60001411,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,INT,0,0,,1,10000,
60001412,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,INT,0,0,,1,10000,
60001413,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,INT,0,0,,1,10000,
60001421,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,INT,0,0,,1,10000,
60001422,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,INT,0,0,,1,10000,
60001423,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,INT,0,0,,1,10000,
60001431,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,INT,0,0,,1,10000,
60001432,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,INT,0,0,,1,10000,
60001433,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,INT,0,0,,1,10000,
60001441,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,INT,0,0,,1,10000,
60001442,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,INT,0,0,,1,10000,
60001443,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,INT,0,0,,1,10000,
60001451,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,DEF,0,0,,1,10000,
60001452,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,DEF,0,0,,1,10000,
60001453,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,DEF,0,0,,1,10000,
60001461,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,DEF,0,0,,1,10000,
60001462,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,DEF,0,0,,1,10000,
60001463,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,DEF,0,0,,1,10000,
60001471,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,DEF,0,0,,1,10000,
60001472,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,DEF,0,0,,1,10000,
60001473,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,DEF,0,0,,1,10000,
60001481,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,DEF,0,0,,1,10000,
60001482,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,DEF,0,0,,1,10000,
60001483,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,DEF,0,0,,1,10000,
60001491,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,DEF,0,0,,1,10000,
60001492,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,DEF,0,0,,1,10000,
60001493,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,DEF,0,0,,1,10000,
60001501,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,DEF,0,0,,1,10000,
60001502,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,DEF,0,0,,1,10000,
60001503,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,DEF,0,0,,1,10000,
60001511,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,DEF,0,0,,1,10000,
60001512,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,DEF,0,0,,1,10000,
60001513,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,DEF,0,0,,1,10000,
60001521,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,DEF,0,0,,1,10000,
60001522,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,DEF,0,0,,1,10000,
60001523,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,DEF,0,0,,1,10000,
60001531,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,DEF,0,0,,1,10000,
60001532,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,DEF,0,0,,1,10000,
60001533,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,DEF,0,0,,1,10000,
60001541,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,DEF,0,0,,1,10000,
60001542,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,DEF,0,0,,1,10000,
60001543,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,DEF,0,0,,1,10000,
60001551,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,MDEF,0,0,,1,10000,
60001552,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,MDEF,0,0,,1,10000,
60001553,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,MDEF,0,0,,1,10000,
60001561,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,MDEF,0,0,,1,10000,
60001562,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,MDEF,0,0,,1,10000,
60001563,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,MDEF,0,0,,1,10000,
60001571,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,MDEF,0,0,,1,10000,
60001572,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,MDEF,0,0,,1,10000,
60001573,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,MDEF,0,0,,1,10000,
60001581,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,MDEF,0,0,,1,10000,
60001582,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,MDEF,0,0,,1,10000,
60001583,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,MDEF,0,0,,1,10000,
60001591,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,MDEF,0,0,,1,10000,
60001592,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,MDEF,0,0,,1,10000,
60001593,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,MDEF,0,0,,1,10000,
60001601,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,MDEF,0,0,,1,10000,
60001602,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,MDEF,0,0,,1,10000,
60001603,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,MDEF,0,0,,1,10000,
60001611,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_DARK,MDEF,0,0,,1,10000,
60001612,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_DARK,MDEF,0,0,,1,10000,
60001613,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_DARK,MDEF,0,0,,1,10000,
60001621,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_LIGHT,MDEF,0,0,,1,10000,
60001622,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_LIGHT,MDEF,0,0,,1,10000,
60001623,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_LIGHT,MDEF,0,0,,1,10000,
60001631,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,WIND_DARK,MDEF,0,0,,1,10000,
60001632,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,WIND_DARK,MDEF,0,0,,1,10000,
60001633,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,WIND_DARK,MDEF,0,0,,1,10000,
60001641,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,LIGHT_DARK,MDEF,0,0,,1,10000,
60001642,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,LIGHT_DARK,MDEF,0,0,,1,10000,
60001643,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,LIGHT_DARK,MDEF,0,0,,1,10000,
60001651,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_ICE,ATK,0,0,,1,10000,
60001652,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_ICE,ATK,0,0,,1,10000,
60001653,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_ICE,ATK,0,0,,1,10000,
60001661,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_WIND,ATK,0,0,,1,10000,
60001662,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_WIND,ATK,0,0,,1,10000,
60001663,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_WIND,ATK,0,0,,1,10000,
60001671,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_LIGHT,ATK,0,0,,1,10000,
60001672,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_LIGHT,ATK,0,0,,1,10000,
60001673,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_LIGHT,ATK,0,0,,1,10000,
60001681,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,FIRE_DARK,ATK,0,0,,1,10000,
60001682,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,FIRE_DARK,ATK,0,0,,1,10000,
60001683,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,FIRE_DARK,ATK,0,0,,1,10000,
60001691,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_WIND,ATK,0,0,,1,10000,
60001692,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_WIND,ATK,0,0,,1,10000,
60001693,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_WIND,ATK,0,0,,1,10000,
60001701,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,10,,ICE_LIGHT,ATK,0,0,,1,10000,
60001702,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,15,,ICE_LIGHT,ATK,0,0,,1,10000,
60001703,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,30,,ICE_LIGHT,ATK,0,0,,1,10000,
