#ID,메인명,서브명,설명,스킬 효과값 표시 파라미터 번호,스킬 효과값 표시 기능 번호,스킬 효과값 표시시 걸리는 숫자,스킬 효과값 표시 타입,음성 번호,분류,종류,속성,직업 타입,물리or마법,코스트,우선도,,스킬 랭크,헤이트 배율,타겟,발동 타이밍,지속 턴,조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,속성 덱 콤보,기능,,,,,,,,
#,(P9/E12글자),(14글자),,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,1장별 배율 상승,발동 조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,우선도,기능ID,
61001982,[불/어둠]마방약체 극 Lv2,파이어/다크 디케이,불/어둠의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61001982,
61001983,[불/어둠]마방약체 극 Lv3,파이어/다크 디케이,불/어둠의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61001983,
61001991,[얼음/바람]마방약체 극 Lv1,아이스/윈드 디케이,얼음/바람의 마법 방어 다운 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61001991,
61001992,[얼음/바람]마방약체 극 Lv2,아이스/윈드 디케이,얼음/바람의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61001992,
61001993,[얼음/바람]마방약체 극 Lv3,아이스/윈드 디케이,얼음/바람의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61001993,
61002001,[얼음/빛]마방약체 극 Lv1,아이스/라이트 디케이,얼음/빛의 마법 방어 다운 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002001,
61002002,[얼음/빛]마방약체 극 Lv2,아이스/라이트 디케이,얼음/빛의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002002,
61002003,[얼음/빛]마방약체 극 Lv3,아이스/라이트 디케이,얼음/빛의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002003,
61002011,[얼음/어둠]마방약체 극 Lv1,아이스/다크 디케이,얼음/어둠의 마법 방어 다운 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002011,
61002012,[얼음/어둠]마방약체 극 Lv2,아이스/다크 디케이,얼음/어둠의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002012,
61002013,[얼음/어둠]마방약체 극 Lv3,아이스/다크 디케이,얼음/어둠의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002013,
61002021,[바람/빛]마방약체 극 Lv1,윈드/라이트 디케이,바람/빛의 마법 방어 다운 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002021,
61002022,[바람/빛]마방약체 극 Lv2,윈드/라이트 디케이,바람/빛의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002022,
61002023,[바람/빛]마방약체 극 Lv3,윈드/라이트 디케이,바람/빛의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002023,
61002031,[바람/어둠]마방약체 극 Lv1,윈드/다크 디케이,바람/어둠의 마법 방어 다운 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002031,
61002032,[바람/어둠]마방약체 극 Lv2,윈드/다크 디케이,바람/어둠의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002032,
61002033,[바람/어둠]마방약체 극 Lv3,윈드/다크 디케이,바람/어둠의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002033,
61002041,[빛/어둠]마방약체 극 Lv1,라이트/다크 디케이,빛/어둠의 마법 방어 다운 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002041,
61002042,[빛/어둠]마방약체 극 Lv2,라이트/다크 디케이,빛/어둠의 마법 방어 다운 효과를 7% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002042,
61002043,[빛/어둠]마방약체 극 Lv3,라이트/다크 디케이,빛/어둠의 마법 방어 다운 효과를 12% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002043,
61002051,[불/얼음]치료숙달 극 Lv1,파이어/아이스 메딕,불/얼음의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002051,
61002052,[불/얼음]치료숙달 극 Lv2,파이어/아이스 메딕,불/얼음의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002052,
61002053,[불/얼음]치료숙달 극 Lv3,파이어/아이스 메딕,불/얼음의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002053,
61002061,[불/바람]치료숙달 극 Lv1,파이어/윈드 메딕,불/바람의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002061,
61002062,[불/바람]치료숙달 극 Lv2,파이어/윈드 메딕,불/바람의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002062,
61002063,[불/바람]치료숙달 극 Lv3,파이어/윈드 메딕,불/바람의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002063,
61002071,[불/빛]치료숙달 극 Lv1,파이어/라이트 메딕,불/빛의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002071,
61002072,[불/빛]치료숙달 극 Lv2,파이어/라이트 메딕,불/빛의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002072,
61002073,[불/빛]치료숙달 극 Lv3,파이어/라이트 메딕,불/빛의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002073,
61002081,[불/어둠]치료숙달 극 Lv1,파이어/다크 메딕,불/어둠의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002081,
61002082,[불/어둠]치료숙달 극 Lv2,파이어/다크 메딕,불/어둠의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002082,
61002083,[불/어둠]치료숙달 극 Lv3,파이어/다크 메딕,불/어둠의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002083,
61002091,[얼음/바람]치료숙달 극 Lv1,아이스/윈드 메딕,얼음/바람의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002091,
61002092,[얼음/바람]치료숙달 극 Lv2,아이스/윈드 메딕,얼음/바람의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002092,
61002093,[얼음/바람]치료숙달 극 Lv3,아이스/윈드 메딕,얼음/바람의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002093,
61002101,[얼음/빛]치료숙달 극 Lv1,아이스/라이트 메딕,얼음/빛의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002101,
61002102,[얼음/빛]치료숙달 극 Lv2,아이스/라이트 메딕,얼음/빛의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002102,
61002103,[얼음/빛]치료숙달 극 Lv3,아이스/라이트 메딕,얼음/빛의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002103,
61002111,[얼음/어둠]치료숙달 극 Lv1,아이스/다크 메딕,얼음/어둠의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002111,
61002112,[얼음/어둠]치료숙달 극 Lv2,아이스/다크 메딕,얼음/어둠의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002112,
61002113,[얼음/어둠]치료숙달 극 Lv3,아이스/다크 메딕,얼음/어둠의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002113,
61002121,[바람/빛]치료숙달 극 Lv1,윈드/라이트 메딕,바람/빛의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002121,
61002122,[바람/빛]치료숙달 극 Lv2,윈드/라이트 메딕,바람/빛의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002122,
61002123,[바람/빛]치료숙달 극 Lv3,윈드/라이트 메딕,바람/빛의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002123,
61002131,[바람/어둠]치료숙달 극 Lv1,윈드/다크 메딕,바람/어둠의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002131,
61002132,[바람/어둠]치료숙달 극 Lv2,윈드/다크 메딕,바람/어둠의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002132,
61002133,[바람/어둠]치료숙달 극 Lv3,윈드/다크 메딕,바람/어둠의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002133,
61002141,[빛/어둠]치료숙달 극 Lv1,라이트/다크 메딕,빛/어둠의 회복 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002141,
61002142,[빛/어둠]치료숙달 극 Lv2,라이트/다크 메딕,빛/어둠의 회복 효과를 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002142,
61002143,[빛/어둠]치료숙달 극 Lv3,라이트/다크 메딕,빛/어둠의 회복 효과를 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002143,
61002151,[불/얼음]물일섬 극 Lv1,파이어/아이스 슬래셔,불/얼음의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002151,
61002152,[불/얼음]물일섬 극 Lv2,파이어/아이스 슬래셔,불/얼음의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002152,
61002153,[불/얼음]물일섬 극 Lv3,파이어/아이스 슬래셔,불/얼음의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002153,
61002161,[불/바람]물일섬 극 Lv1,파이어/윈드 슬래셔,불/바람의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002161,
61002162,[불/바람]물일섬 극 Lv2,파이어/윈드 슬래셔,불/바람의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002162,
61002163,[불/바람]물일섬 극 Lv3,파이어/윈드 슬래셔,불/바람의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002163,
61002171,[불/빛]물일섬 극 Lv1,파이어/라이트 슬래셔,불/빛의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002171,
61002172,[불/빛]물일섬 극 Lv2,파이어/라이트 슬래셔,불/빛의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002172,
61002173,[불/빛]물일섬 극 Lv3,파이어/라이트 슬래셔,불/빛의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002173,
61002181,[불/어둠]물일섬 극 Lv1,파이어/다크 슬래셔,불/어둠의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002181,
61002182,[불/어둠]물일섬 극 Lv2,파이어/다크 슬래셔,불/어둠의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002182,
61002183,[불/어둠]물일섬 극 Lv3,파이어/다크 슬래셔,불/어둠의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002183,
61002191,[얼음/바람]물일섬 극 Lv1,아이스/윈드 슬래셔,얼음/바람의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002191,
61002192,[얼음/바람]물일섬 극 Lv2,아이스/윈드 슬래셔,얼음/바람의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002192,
61002193,[얼음/바람]물일섬 극 Lv3,아이스/윈드 슬래셔,얼음/바람의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002193,
61002201,[얼음/빛]물일섬 극 Lv1,아이스/라이트 슬래셔,얼음/빛의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002201,
61002202,[얼음/빛]물일섬 극 Lv2,아이스/라이트 슬래셔,얼음/빛의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002202,
61002203,[얼음/빛]물일섬 극 Lv3,아이스/라이트 슬래셔,얼음/빛의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002203,
61002211,[얼음/어둠]물일섬 극 Lv1,아이스/다크 슬래셔,얼음/어둠의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002211,
61002212,[얼음/어둠]물일섬 극 Lv2,아이스/다크 슬래셔,얼음/어둠의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002212,
61002213,[얼음/어둠]물일섬 극 Lv3,아이스/다크 슬래셔,얼음/어둠의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002213,
61002221,[바람/빛]물일섬 극 Lv1,윈드/라이트 슬래셔,바람/빛의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002221,
61002222,[바람/빛]물일섬 극 Lv2,윈드/라이트 슬래셔,바람/빛의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002222,
61002223,[바람/빛]물일섬 극 Lv3,윈드/라이트 슬래셔,바람/빛의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002223,
61002231,[바람/어둠]물일섬 극 Lv1,윈드/다크 슬래셔,바람/어둠의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002231,
61002232,[바람/어둠]물일섬 극 Lv2,윈드/다크 슬래셔,바람/어둠의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002232,
61002233,[바람/어둠]물일섬 극 Lv3,윈드/다크 슬래셔,바람/어둠의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002233,
61002241,[빛/어둠]물일섬 극 Lv1,라이트/다크 슬래셔,빛/어둠의 물리 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002241,
61002242,[빛/어둠]물일섬 극 Lv2,라이트/다크 슬래셔,빛/어둠의 물리 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002242,
61002243,[빛/어둠]물일섬 극 Lv3,라이트/다크 슬래셔,빛/어둠의 물리 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002243,
61002251,[불/얼음]마일섬 극 Lv1,파이어/아이스 슬래셔,불/얼음의 마법 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002251,
61002252,[불/얼음]마일섬 극 Lv2,파이어/아이스 슬래셔,불/얼음의 마법 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002252,
61002253,[불/얼음]마일섬 극 Lv3,파이어/아이스 슬래셔,불/얼음의 마법 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002253,
61002261,[불/바람]마일섬 극 Lv1,파이어/윈드 슬래셔,불/바람의 마법 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002261,
61002262,[불/바람]마일섬 극 Lv2,파이어/윈드 슬래셔,불/바람의 마법 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002262,
61002263,[불/바람]마일섬 극 Lv3,파이어/윈드 슬래셔,불/바람의 마법 크리티컬 확률을 8% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002263,
61002271,[불/빛]마일섬 극 Lv1,파이어/라이트 슬래셔,불/빛의 마법 크리티컬 확률을 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002271,
61002272,[불/빛]마일섬 극 Lv2,파이어/라이트 슬래셔,불/빛의 마법 크리티컬 확률을 4.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61002272,
