#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,属性デッキコンボ,機能,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,優先度,機能ID,
14302752,新術／科学解析,サイエンスアナライズ,味方全員/HPを{1}回復<br>自分/2ターン/回復量アップ,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,2,20,20,RANK4,100,USER_ALL,20,,,,,14302752,
14302761,新術／科学解析,サイエンスアナライズ,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,2,22,22,RANK3,100,SELF,20,,,,,14302761,
14302762,新術／科学解析,サイエンスアナライズ,味方全員/HPを{1}回復<br>自分/2ターン/回復量アップ,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,2,20,20,RANK5,100,USER_ALL,20,,,,,14302762,
#第二型テリメ,,,,,,,,,,,,,,,,,,,,,,,,,
14302771,傷流込毒＃３４,トゥーポーションレント,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,DARK,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14302771,
14302772,傷流込毒＃３４,トゥーポーションレント,味方全員/HPを{1}回復<br>【自分/2枚以上】毒状態を解除,1,1,HEAL,,,RECOVERY,DARK,SINGER,MAGIC,2,21,21,RANK4,100,USER_ALL,20,,,,,14302772,
14302772,傷流込毒＃３４,トゥーポーションレント,味方全員/HPを{1}回復<br>【自分/2枚以上】毒状態を解除,1,1,HEAL,,,RECOVERY,DARK,SINGER,MAGIC,2,21,21,RANK4,100,USER_ALL,20,SELF_OTHER_PLAY_RARITY,NORMAL,1,1,14302774,
14302781,傷流込毒＃３４,トゥーポーションレント,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,DARK,SINGER,MAGIC,2,22,22,RANK3,100,SELF,20,,,,,14302781,
14302782,傷流込毒＃３４,トゥーポーションレント,味方全員/HPを{1}回復<br>【自分/2枚以上】毒状態を解除,1,1,HEAL,,,RECOVERY,DARK,SINGER,MAGIC,2,21,21,RANK5,100,USER_ALL,20,,,,,14302782,
14302782,傷流込毒＃３４,トゥーポーションレント,味方全員/HPを{1}回復<br>【自分/2枚以上】毒状態を解除,1,1,HEAL,,,RECOVERY,DARK,SINGER,MAGIC,2,21,21,RANK5,100,USER_ALL,20,SELF_OTHER_PLAY_RARITY,NORMAL,1,1,14302784,
#半獣型凛々,,,,,,,,,,,,,,,,,,,,,,,,,
14302791,術癒／外帯転々,ローリングローリング,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14302791,
14302792,術癒／外帯転々,ローリングローリング,味方全員/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,2,21,21,RANK4,100,USER_ALL,20,,,,,14302792,
14302801,術癒／外帯転々,ローリングローリング,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,2,22,22,RANK3,100,SELF,20,,,,,14302801,
14302802,術癒／外帯転々,ローリングローリング,味方全員/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,2,21,21,RANK5,100,USER_ALL,20,,,,,14302802,
#支援型リオネス,,,,,,,,,,,,,,,,,,,,,,,,,
14302811,偽術／操作落涙,コントロールティアーズ,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14302811,
14302812,偽術／操作落涙,コントロールティアーズ,味方全員/HPを{1}回復<br>2ターン/魔法防御をアップ,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,21,21,RANK4,100,USER_ALL,20,,,,,14302812,
14302821,偽術／操作落涙,コントロールティアーズ,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK3,100,SELF,20,,,,,14302821,
14302822,偽術／操作落涙,コントロールティアーズ,味方全員/HPを{1}回復<br>2ターン/魔法防御をアップ,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,21,21,RANK5,100,USER_ALL,20,,,,,14302822,
#拡散型阿倍晴明,,,,,,,,,,,,,,,,,,,,,,,,,
14302831,鬼門／悪鬼調伏,コントロールディーモン,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,4,22,22,RANK2,100,SELF,20,,,,,14302831,
14302832,鬼門／悪鬼調伏,コントロールディーモン,味方全員/HPを{1}回復<br>【3チェイン以上】2T/魔法防御UP,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,4,21,21,RANK4,100,USER_ALL,20,,,,,14302832,
14302832,鬼門／悪鬼調伏,コントロールディーモン,味方全員/HPを{1}回復<br>【3チェイン以上】2T/魔法防御UP,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,4,21,21,RANK4,100,USER_ALL,20,DECK_COMBO_COUNT,3,0,1,14302834,
14302841,鬼門／悪鬼調伏,コントロールディーモン,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,4,22,22,RANK3,100,SELF,20,,,,,14302841,
14302842,鬼門／悪鬼調伏,コントロールディーモン,味方全員/HPを{1}回復<br>【3チェイン以上】2T/魔法防御UP,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,4,21,21,RANK5,100,USER_ALL,20,,,,,14302842,
14302842,鬼門／悪鬼調伏,コントロールディーモン,味方全員/HPを{1}回復<br>【3チェイン以上】2T/魔法防御UP,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,4,21,21,RANK5,100,USER_ALL,20,DECK_COMBO_COUNT,3,0,1,14302844,
#拡散型ペルシャ,,,,,,,,,,,,,,,,,,,,,,,,,
14302851,術援／導愛与恋,スティールオール,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14302851,
14302852,術援／導愛与恋,スティールオール,味方1人/HPを{1}回復<br>【2チェイン以上】1ターン<br>物理ダメージをアップ,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,20,20,RANK3,100,USER_ONE,20,,,,,14302852,
14302852,術援／導愛与恋,スティールオール,味方1人/HPを{1}回復<br>【2チェイン以上】1ターン<br>物理ダメージをアップ,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,20,20,RANK3,100,USER_ONE,20,DECK_COMBO_COUNT,2,0,1,14302854,
14302861,術援／導愛与恋,スティールオール,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14302861,
14302862,術援／導愛与恋,スティールオール,味方1人/HPを{1}回復<br>【2チェイン以上】1ターン<br>物理ダメージをアップ,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK4,100,USER_ONE,20,,,,,14302862,
14302862,術援／導愛与恋,スティールオール,味方1人/HPを{1}回復<br>【2チェイン以上】1ターン<br>物理ダメージをアップ,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK4,100,USER_ONE,20,DECK_COMBO_COUNT,2,0,1,14302864,
#ピクシー,,,,,,,,,,,,,,,,,,,,,,,,,
14302871,エラーeda29bf,隙間を埋める奉仕,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,22,22,RANK2,100,SELF,20,,,,,14302871,
14302872,エラーeda29bf,隙間を埋める奉仕,味方1人/HPを{1}回復<br>自分/3ターン/物理防御をアップ,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,21,21,RANK4,100,USER_ONE,20,,,,,14302872,
14302881,エラーeda29bf,隙間を埋める奉仕,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,22,22,RANK3,100,SELF,20,,,,,14302881,
14302882,エラーeda29bf,隙間を埋める奉仕,味方1人/HPを{1}回復<br>自分/3ターン/物理防御をアップ,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,21,21,RANK5,100,USER_ONE,20,,,,,14302882,
#防御 ,,,,,,,,,,,,,,,,,,,,,,,,,
#第二型アイアンサイド_R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
14400031,術援／七人腕力,セブンアームズクロック,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,3,14,14,RANK1,100,SELF,20,,,,,14400031,
14400032,術援／七人腕力,セブンアームズクロック,味方全員/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,3,13,13,RANK2,100,USER_ALL,20,,,,,14400032,
14400041,術援／七人腕力,セブンアームズクロック,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,14400041,
14400042,術援／七人腕力,セブンアームズクロック,味方全員/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,3,13,13,RANK3,100,USER_ALL,20,,,,,14400042,
#制圧型ローエングリン_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
14400091,術水／白鳥鼓翼,スワンズフラップ,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,5,14,14,RANK2,100,SELF,20,,,,,14400091,
14400092,術水／白鳥鼓翼,スワンズフラップ,味方全員/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,5,13,13,RANK4,100,USER_ALL,20,,,,,14400092,
14400101,術水／白鳥鼓翼,スワンズフラップ,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,5,14,14,RANK3,100,SELF,20,,,,,14400101,
14400102,術水／白鳥鼓翼,スワンズフラップ,味方全員/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,SINGER,MAGIC,5,13,13,RANK5,100,USER_ALL,20,,,,,14400102,
#保留,,,,,,,,,,,,,,,,,,,,,,,,,
#妖精ムリアン_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
#14200191,エラー71fbaa9,密やかな接近,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,SINGER,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,14200191,
#14200192,エラー71fbaa9,密やかな接近,敵単体/魔法/{1}の火ダメージ<br>自分/2ターン/ターン毎にHPを回復,1,1,ATTACK,,,SORCERY,FIRE,SINGER,MAGIC,3,42,42,RANK3,100,ENEMY_ONE,20,,,,,14200192,
#14200201,エラー71fbaa9,密やかな接近,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,SINGER,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,14200201,
#14200202,エラー71fbaa9,密やかな接近,敵単体/魔法/{1}の火ダメージ<br>自分/2ターン/ターン毎にHPを回復,1,1,ATTACK,,,SORCERY,FIRE,SINGER,MAGIC,3,42,42,RANK4,100,ENEMY_ONE,20,,,,,14200202,
#奏楽型フェアリーズ _SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
#14300191,コマンド30fe71b9,癒しの調べ,自分/HPを{1}回復<br>ドロー+1,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14300191,
#14300192,コマンド30fe71b9,癒しの調べ,味方全員/HPを{1}回復<br>ドロー+1,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,21,21,RANK3,100,USER_ALL,20,,,,,14300192,
#14300201,コマンド30fe71b9,癒しの調べ,自分/HPを{1}回復<br>ドロー+1,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,22,22,RANK2,100,SELF,20,,,,,14300201,
#14300202,コマンド30fe71b9,癒しの調べ,味方全員/HPを{1}回復<br>ドロー+1,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,2,21,21,RANK4,100,USER_ALL,20,,,,,14300202,
#妖精ピクシー_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
#14300211,エラーeda29bf,隙間を埋める奉仕,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,22,22,RANK2,100,SELF,20,,,,,14300211,
#14300212,エラーeda29bf,隙間を埋める奉仕,味方1人/HPを{1}回復<br>自分/3ターン/回復量アップ,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,20,20,RANK4,100,USER_ONE,20,,,,,14300212,
#14300221,エラーeda29bf,隙間を埋める奉仕,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,22,22,RANK3,100,SELF,20,,,,,14300221,
#14300222,エラーeda29bf,隙間を埋める奉仕,味方1人/HPを{1}回復<br>自分/3ターン/回復量アップ,1,1,HEAL,,,RECOVERY,LIGHT,SINGER,MAGIC,3,20,20,RANK5,100,USER_ONE,20,,,,,14300222,
#特異型ダ・ヴィンチ,,,,,,,,,,,,,,,,,,,,,,,,,
#14300611,天才／常識転換,パラダイムシフト,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,3,22,22,RANK2,100,SELF,20,,,,,14300611,
#14300612,天才／常識転換,パラダイムシフト,味方全員/HPを{1}回復<br>チェイン威力アップ,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,3,21,21,RANK3,100,USER_ALL,30,,,,,14300612,
#14300621,天才／常識転換,パラダイムシフト,自分/HPを{1}回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,3,22,22,RANK2,100,SELF,20,,,,,14300621,
#14300622,天才／常識転換,パラダイムシフト,味方全員/HPを{1}回復<br>チェイン威力アップ,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,3,21,21,RANK4,100,USER_ALL,30,,,,,14300622,
#蹴球型ガヘリス_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
#14400151,術援／禁則事項,レッドカード,自分/1ターン/物理ダメージを<br>{1}アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,SINGER,MAGIC,2,12,12,RANK2,100,SELF,20,,,,,14400151,
#14400152,術援／禁則事項,レッドカード,味方全員/2ターン/物理ダメージを<br>{1}アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,SINGER,MAGIC,2,11,11,RANK4,100,USER_ALL,20,,,,,14400152,
#14400161,術援／禁則事項,レッドカード,自分/1ターン/物理ダメージを<br>{1}アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,SINGER,MAGIC,2,12,12,RANK3,100,SELF,20,,,,,14400161,
#14400162,術援／禁則事項,レッドカード,味方全員/2ターン/物理ダメージを<br>{1}アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,SINGER,MAGIC,2,11,11,RANK5,100,USER_ALL,20,,,,,14400162,
#全アーサー共通,,,,,,,,,,,,,,,,,,,,,,,,,
#駆骨（特殊）,,,,,,,,,,,,,,,,,,,,,,,,,
#駆骨火_N,,,,,,,,,,,,,,,,,,,,,,,,,
10100011,術火／死屍火撃,フレイムボーン,敵単体/物理/{1}の火ダメージ,1,1,ATTACK,,,ATTACK,FIRE,NULL,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,10100011,
#駆骨氷_N,,,,,,,,,,,,,,,,,,,,,,,,,
10100021,術水／死屍氷撃,アイスボーン,敵単体/物理/{1}の氷ダメージ,1,1,ATTACK,,,ATTACK,ICE,NULL,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,10100021,
#駆骨風_N,,,,,,,,,,,,,,,,,,,,,,,,,
10100031,術風／死屍風撃,ウィンドボーン,敵単体/物理/{1}の風ダメージ,1,1,ATTACK,,,ATTACK,WIND,NULL,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,10100031,
#駆骨光_N,,,,,,,,,,,,,,,,,,,,,,,,,
10100041,術光／粉骨砕身,ライトオブデッド,味方1人/HPを{1}回復,1,1,HEAL,,,RECOVERY,LIGHT,NULL,MAGIC,2,22,22,RANK1,100,USER_ONE,20,,,,,10100041,
#駆骨闇_N,,,,,,,,,,,,,,,,,,,,,,,,,
10100051,術闇／断骨草臥,テイクペイン,敵単体/物理/{1}の闇ダメージ,1,1,ATTACK,,,ATTACK,DARK,NULL,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,10100051,
#素材（特殊）,,,,,,,,,,,,,,,,,,,,,,,,,
#進化素材火_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200011,エラーi0n0snf,進化の炎,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200011,
#進化素材氷_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200021,エラーi0n0sni,進化の凍,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200021,
#進化素材風_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200031,エラーi0n0snw,進化の嵐,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200031,
#進化素材光_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200041,エラーi0n0snl,進化の閃,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200041,
#進化素材闇_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200051,エラーi0n0snd,進化の蔭,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200051,
#経験値素材光_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200061,エラーi0n0sng,騎士の栄光,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200061,
#換金素材闇_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200071,エラーi0n0snm,一刻は金成,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200071,
#名声素材火_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200081,エラーi0n0smf,名声の炎,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200081,
#名声素材氷_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200091,エラーi0n0smi,名声の凍,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200091,
#名声素材風_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200101,エラーi0n0smw,名声の嵐,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200101,
#名声素材光_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200111,エラーi0n0sml,名声の閃,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200111,
#名声素材闇_N,,,,,,,,,,,,,,,,,,,,,,,,,
10200121,エラーi0n0smd,名声の蔭,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,NULL,MAGIC,9,43,43,RANK1,100,ENEMY_ONE,20,,,,,10200121,
#共通カード,,,,,,,,,,,,,,,,,,,,,,,,,
#輝煌型アクアオーラ,,,,,,,,,,,,,,,,,,,,,,,,,
10301001,術水／眼福宣言,スポットライトシャワー,敵全体/2ターン/魔法ダメージを<br>{1}ダウン,1,1,PARAM_DOWN,,,JAMMING,ICE,NULL,MAGIC,4,30,30,RANK2,100,ENEMY_ALL,20,,,,,10301001,
10301011,術水／眼福宣言,スポットライトシャワー,敵全体/2ターン/魔法ダメージを<br>{1}ダウン,1,1,PARAM_DOWN,,,JAMMING,ICE,NULL,MAGIC,4,30,30,RANK3,100,ENEMY_ALL,20,,,,,10301011,
#スフィア,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,
#傭兵_サマー(赤),,,,,,,,,,,,,,,,,,,,,,,,,
#15000010,,,敵単体/物理/9645の火ダメージ,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,15000010,
#富豪_バカンス(白),,,,,,,,,,,,,,,,,,,,,,,,,
#15000020,,,味方全員/2ターン/物理防御を<br>1949アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,4,13,13,RANK4,100,USER_ALL,20,,,,,15000020,
#盗賊_ビキニ(青),,,,,,,,,,,,,,,,,,,,,,,,,
#15000030,,,敵単体/2ターン/物理ダメージを<br>3848ダウン,1,1,PARAM_DOWN,,,JAMMING,ICE,THIEF,MAGIC,4,31,31,RANK4,100,ENEMY_ONE,20,,,,,15000030,
#歌姫_チューブトップ(桃),,,,,,,,,,,,,,,,,,,,,,,,,
#15000040,,,味方1人/HPを7234回復,1,1,HEAL,,,RECOVERY,FIRE,SINGER,MAGIC,3,22,22,RANK4,100,USER_ONE,20,,,,,15000040,
#傭兵_サマー(青),,,,,,,,,,,,,,,,,,,,,,,,,
#15000050,,,敵単体/物理/9645の氷ダメージ,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,15000050,
#富豪_バカンス(黒),,,,,,,,,,,,,,,,,,,,,,,,,
#15000060,,,味方全員/2ターン/魔法防御を<br>1949アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,4,13,13,RANK4,100,USER_ALL,20,,,,,15000060,
#盗賊_ビキニ(緑),,,,,,,,,,,,,,,,,,,,,,,,,
#15000070,,,敵単体/2ターン/魔法ダメージを<br>3848ダウン,1,1,PARAM_DOWN,,,JAMMING,WIND,THIEF,MAGIC,4,31,31,RANK4,100,ENEMY_ONE,20,,,,,15000070,
#歌姫_チューブトップ(青),,,,,,,,,,,,,,,,,,,,,,,,,
#15000080,,,味方全員/HPを4361回復,1,1,HEAL,,,RECOVERY,ICE,SINGER,MAGIC,4,21,21,RANK4,100,USER_ALL,20,,,,,15000080,
#傭兵_モードレッドスフィア,,,,,,,,,,,,,,,,,,,,,,,,,
#15000090,,,自分/2ターン/魔法ダメージを<br>9645アップ,1,1,PARAM_UP,,,SUPPORT,DARK,MERCENARY,MAGIC,4,12,12,RANK4,100,SELF,20,,,,,15000090,
#富豪_マルクスフィア,,,,,,,,,,,,,,,,,,,,,,,,,
#15000100,,,味方1人/2ターン/物理防御を<br>4823アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,4,14,14,RANK4,100,USER_ONE,20,,,,,15000100,
#盗賊_輝夜スフィア,,,,,,,,,,,,,,,,,,,,,,,,,
#15000110,,,敵全体/2ターン/物理ダメージを<br>1949ダウン,1,1,PARAM_DOWN,,,JAMMING,LIGHT,THIEF,MAGIC,4,30,30,RANK4,100,ENEMY_ALL,20,,,,,15000110,
#歌姫_クレアスフィア,,,,,,,,,,,,,,,,,,,,,,,,,
#15000120,,,味方1人/2ターン/物理ダメージを<br>7234アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,SINGER,MAGIC,4,12,12,RANK4,100,USER_ONE,20,,,,,15000120,
#傭兵_レッドモードレッド,,,,,,,,,,,,,,,,,,,,,,,,,
#15000130,,,自分/2ターン/物理ダメージを<br>9645アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,MERCENARY,MAGIC,4,12,12,RANK4,100,SELF,20,,,,,15000130,
#富豪_シルバーマルク,,,,,,,,,,,,,,,,,,,,,,,,,
#15000140,,,味方1人/2ターン/魔法防御を<br>4823アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,4,14,14,RANK4,100,USER_ONE,20,,,,,15000140,
#盗賊_ホワイト輝夜,,,,,,,,,,,,,,,,,,,,,,,,,
#15000150,,,敵全体/2ターン/魔法ダメージを<br>1949ダウン,1,1,PARAM_DOWN,,,JAMMING,LIGHT,THIEF,MAGIC,4,30,30,RANK4,100,ENEMY_ALL,20,,,,,15000150,
#歌姫_パープルクレア,,,,,,,,,,,,,,,,,,,,,,,,,
#15000160,,,味方1人/2ターン/魔法ダメージを<br>7234アップ,1,1,PARAM_UP,,,SUPPORT,DARK,SINGER,MAGIC,4,12,12,RANK4,100,USER_ONE,20,,,,,15000160,
#傭兵_フランケン,,,,,,,,,,,,,,,,,,,,,,,,,
#15000170,,,敵単体/物理/15914の闇ダメージ,1,1,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,43,43,RANK5,100,ENEMY_ONE,20,,,,,15000170,
#富豪_ヴァンパイア,,,,,,,,,,,,,,,,,,,,,,,,,
#15000180,,,敵単体/物理/15914の闇ダメージ<br>味方全員ドロー+1,1,1,ATTACK,,,ATTACK,DARK,MILLIONAIRE,PHYSICS,4,43,43,RANK5,100,ENEMY_ONE,20,,,,,15000180,
#盗賊_マジカルソーサレス,,,,,,,,,,,,,,,,,,,,,,,,,
#15000190,,,敵単体/魔法/15914の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,43,43,RANK5,100,ENEMY_ONE,20,,,,,15000190,
#歌姫_ピンクウィッチ,,,,,,,,,,,,,,,,,,,,,,,,,
#15000200,,,味方全員/2ターン/物理ダメージを<br>5797アップ,1,1,PARAM_UP,,,SUPPORT,FIRE,SINGER,MAGIC,4,11,11,RANK4,100,USER_ALL,20,,,,,15000200,
#傭兵_熱血ブラック,,,,,,,,,,,,,,,,,,,,,,,,,
#15000210,,,敵単体/魔法剣/7987の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,MERCENARY,MAGIC,2,43,43,RANK5,100,ENEMY_ONE,20,,,,,15000210,
#富豪_帝国ブラック,,,,,,,,,,,,,,,,,,,,,,,,,
#15000220,,,味方1人/2ターン/物理ダメージを<br>8021アップ｜味方全員ドロー+1,1,1,PARAM_UP,,,SUPPORT,DARK,MILLIONAIRE,MAGIC,2,12,12,RANK4,100,USER_ONE,20,,,,,15000220,
#盗賊_セーラーホワイト,,,,,,,,,,,,,,,,,,,,,,,,,
#15000230,,,自分/2ターン/魔法ダメージを<br>8021アップ,1,1,PARAM_UP,,,SUPPORT,ICE,THIEF,MAGIC,2,12,12,RANK4,100,SELF,20,,,,,15000230,
#歌姫_花咲く乙女アリエッタ,,,,,,,,,,,,,,,,,,,,,,,,,
