#ID,基カードID,同カードID,冠名,メイン名,サブ名,スタックか？,属性,レアリティ,コスト,パラメータ,,,,,,,,,,,,レベル最大,忠誠度最大,名声最大,リーダースキル(カードのレベルアップによる変化表),,,,,,,,,,,,,,,,,,,,通常スキルID,アーサーボーナススキルID,ジョブボーナススキルID,スキルLv上限,スキルｶｯﾄｲﾝID,PictID,,,,拡大画像,経験値ID,売却値段,合成素材フラグ,売却素材フラグ,進化合成,,,,,,,,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,
#,,,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,,,,,,通常,種別,MAX,種別,サイズ,LVUP,,,,基礎費用,進化後ID,素材ID1,素材ID2,素材ID3,素材ID4,素材ID5,素材ID6,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],未：忠誠度UP[代：騎士LvUP],スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203026,10203026,10203025,宇宙の助言者,PSO2型コンスタンティン,,,LIGHT,MILLIONRARE,0,1097,1523,0,0,0,0,0,0,0,274,381,0,60,100,100,,,,,,,,,,,,,,,,,,,,,14302701,14302702,,1,2,10203026,0,10203026,1,M,106,30000,,,,,,,,,,,外宇宙へと乗り出した惑星間航行船団<br>「オラクル」内にて未知の惑星を調査<br>するため組織された「アークス」の戦<br>訓を取り入れ、ブリテンにおける極地<br>探索を目的として『王位型コンスタン<br>ティン』の因子を用いて製造された。<br>新たな地で新たな王を見出し、その者<br>を補佐する事が主な任務だが、文字通<br>り星の数ほどの王が増えることが予想<br>され、ブリテンに新たな混乱を招く存<br>在として恐れられている。その手に持<br>つ杖は至上にして至高。,奈津ナツナ,雨宮 天,FEMALE,84,56,86,168,55,RIGHT,,,,,,,,,女性,B:84、W:56、H:86,168cm,55kg,右,,,,,,,,,女性,B:84、W:56、H:86,168cm,55kg,右,,,,,,,,,ダウンロード中,王の補佐である私に休みは不要だ。<br>何でも注文をつけてくれたまえ。,宇宙はこれほどまでに広いのか……<br>私は多くを学ぶ必要があるようだ。,伸びしろはまだある。他にも方法が<br>あるのなら試す価値があるはずだ。,君に余すことなく伝えよう。<br>私がオラクルで学んだすべてを。,オラクルは人材の宝庫だな。<br>この逸材たちが王候補となれば……,征こうか。<br>君のため、そしてブリテンのために。,私に君が必要なように、<br>君も私を必要としてくれ。,拾うのか？　宝物殿へ入れるほど<br>価値があるとは思えないが…。,来るぞ。かなりの手練れだ。<br>油断するな。,いついかなる時も君と共にある。<br>私からの祝福だよ。,私のすべてを君にやろう。<br>ああ、アークスたちの才能は素晴らしいさ。<br>それでも君は、私にとって特別なんだ……,不届き者よ、道を空けよ！,道半ばにして諦めるな！,真に強き王なら、きっと……。,650340010,650340020,650340030,650340030,650340050,650340030,650340020,650340080,650340090,650340010,,
10203027,10203027,10203027,騎士,PSO2型エニード,,,DARK,ULTRARARE,0,779,1154,0,0,0,0,0,0,0,130,192,0,50,100,90,,,,,,,,,,,,,,,,,,,,,14202061,14202062,,1,1,10203027,0,10203027,1,M,105,15000,,,30000,10203028,20000025,20000024,20000024,20000019,20000019,20000019,外宇宙へと乗り出した惑星間航行船団<br>「オラクル」内にて未知の惑星を調査<br>するため組織された「アークス」の戦<br>訓を取り入れ、ブリテンにおける極地<br>探索を目的として『支援型エニード』<br>の因子を用いて製造された。普段は何<br>やら「むーむー」言っているだけなの<br>で、その意図は余人からは理解されな<br>いが、卓越したワイヤードランスの使<br>い手であり敵を意のままに翻弄する頼<br>れるハンター。,藤島製１号,井口 裕香,FEMALE,79,54,83,148,45,LEFT,,,,,,,,,女性,B:79、W:54、H:83,148cm,45kg,左,,,,,,,,,女性,B:79、W:54、H:83,148cm,45kg,左,,,,,,,,,ダウンロード中,むー。<br>（よろしくお願いしますわ）,むむむーむふふふっふー。<br>(こっそり大人っぽく、ふふふッ),むむっむー。<br>（また一つ、成長しましたわ）,むむむーむむーむー！<br>(テクニックって楽しいですわね！),むむむむーむーむーむっむむー♪<br>(最高レベル達成ですわ！),むっ。<br>（こちらへ参りましょう）,むー？<br>（お体は無事ですの？）,むむむむっむむ～♪<br>（開けるのが楽しみですわね♪）,むむむーっ！<br>（あなたの世界へ帰りなさい！）,むー…。<br>（全てはアーサー様のために…）,むむッ、むむむわーむむ……<br>(言葉なんて要りませんわ……<br>ただあなたと過ごす日々さえあれば、私は),むむ！　（永眠なさい！）,むー！（アーサー様のためですわ！）,むむむ……(しくじりましたわね)。,650350010,650350020,650350030,650350030,650350050,650350030,650350020,650350080,650350090,650350010,,
10203028,10203028,10203027,寡黙なﾊﾝﾀｰ,PSO2型エニード,,,DARK,MILLIONRARE,0,1371,1904,0,0,0,0,0,0,0,228,317,0,60,100,100,,,,,,,,,,,,,,,,,,,,,14202071,14202072,,1,2,10203028,0,10203028,1,M,106,30000,,,,,,,,,,,外宇宙へと乗り出した惑星間航行船団<br>「オラクル」内にて未知の惑星を調査<br>するため組織された「アークス」の戦<br>訓を取り入れ、ブリテンにおける極地<br>探索を目的として『支援型エニード』<br>の因子を用いて製造された。普段は何<br>やら「むーむー」言っているだけなの<br>で、その意図は余人からは理解されな<br>いが、卓越したワイヤードランスの使<br>い手であり敵を意のままに翻弄する頼<br>れるハンター。,藤島製１号,井口 裕香,FEMALE,79,54,83,148,45,LEFT,,,,,,,,,女性,B:79、W:54、H:83,148cm,45kg,左,,,,,,,,,女性,B:79、W:54、H:83,148cm,45kg,左,,,,,,,,,ダウンロード中,むー。<br>（よろしくお願いしますわ）,むむむーむふふふっふー。<br>(こっそり大人っぽく、ふふふッ),むむっむー。<br>（また一つ、成長しましたわ）,むむむーむむーむー！<br>(テクニックって楽しいですわね！),むむむむーむーむーむっむむー♪<br>(最高レベル達成ですわ！),むっ。<br>（こちらへ参りましょう）,むー？<br>（お体は無事ですの？）,むむむむっむむ～♪<br>（開けるのが楽しみですわね♪）,むむむーっ！<br>（あなたの世界へ帰りなさい！）,むー…。<br>（全てはアーサー様のために…）,むむッ、むむむわーむむ……<br>(言葉なんて要りませんわ……<br>ただあなたと過ごす日々さえあれば、私は),むむ！　（永眠なさい！）,むー！（アーサー様のためですわ！）,むむむ……(しくじりましたわね)。,650350010,650350020,650350030,650350030,650350050,650350030,650350020,650350080,650350090,650350010,,
#161018_ウィンドキメラドロップ用騎士,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123056,10123056,10123056,騎士,支援型パンジー,,,ICE,ULTRARARE,0,779,1154,0,0,0,0,130,192,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,13601321,13601322,,1,1,10123056,0,10123056,1,L,105,15000,,,30000,10123057,20000025,20000021,20000021,20000016,20000016,20000016,様々な効果を持つ花を使って、他の騎<br>士達をサポートする支援型の騎士。そ<br>の効果は『花言葉』に由来するとも言<br>われているため、『花言葉』に詳しい<br>者であれば、彼女の攻撃を避けること<br>も難しくないのかもしれない。,生煮え,五十嵐 裕美,FEMALE,77,57,82,155,40,RIGHT,,,,,,,,,女性,B:77、W:57、H:82,155cm,40kg,右,,,,,,,,,女性,B:77、W:57、H:82,155cm,40kg,右,,,,,,,,,お花が咲いたらケンカは平和になるの～。<br>そしたらみんなで花輪を作りっこして遊ぶの～。<br>アーサーにもたくさん作ってあげるね～。,かわいいお花になりたいの～。<br>願いを叶えてアーサーさ～ん。,かわいいお花になりたいの～。<br>願いを叶えてアーサーさ～ん。,あたしが強くなれたのは～。<br>妖精さんのおかげなの～。,アーサーも見とれちゃう<br>おっきな花になるの～。,鉢が小さい気がするの～。<br>もっと大きく育ててほしいの！,アーサーアーサー、こっちだよ～。<br>お花さんに逢いにいこ～。,もしあたしがアーサーだったら～。<br>ここは助けてほしいとこなの～。,お祝いたっぷり用意したの～。<br>お宝よりも豪華だったかも～。,お花を踏むような悪い子は<br>逆に踏み潰してあげるの～。,アーサー、鉢植えあげるの。<br>私だと思って大事にしてほしいの～。,アーサーもお花を育てるといいの。<br>おっきくなるまで時間はかかるけど<br>毎日がとっても楽しみになるの～。,たむけの花なの～。,ふふ…、うふふふふ…♪,やる気も枯れちゃうの～…。,604530010,604530020,604530030,604530030,604530050,604530030,604530020,604530080,604530090,604530010,,
10123057,10123057,10123056,花園の乙女,支援型パンジー,,,ICE,MILLIONRARE,0,1371,1904,0,0,0,0,228,317,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,13601331,13601332,,1,2,10123057,0,10123057,1,L,106,30000,,,,,,,,,,,様々な効果を持つ花を使って、他の騎<br>士達をサポートする支援型の騎士。そ<br>の効果は『花言葉』に由来するとも言<br>われているため、『花言葉』に詳しい<br>者であれば、彼女の攻撃を避けること<br>も難しくないのかもしれない。,生煮え,五十嵐 裕美,FEMALE,77,57,82,155,40,RIGHT,,,,,,,,,女性,B:77、W:57、H:82,155cm,40kg,右,,,,,,,,,女性,B:77、W:57、H:82,155cm,40kg,右,,,,,,,,,どんなお花にも花言葉があるの。<br>だから、花壇はきれいな辞書みたい。<br>とっても騒がしくて、あたしは大好きなの～。,ここはお花が足りないの～。<br>もっとお花を咲かせましょ～。,お花がいっぱい咲いてると<br>心も豊かになるの～。,あたしはお花じゃないから<br>お水じゃ育たないの～。,太陽の光を浴びて<br>すくすく伸びるの～。,ていねいに育ててありがとなの～。<br>とってもとってもきれいなの～。,お花さんはどこかな～？<br>隠れてひっそり咲いてるのかな～？,アーサーのおねがいなら<br>がんばって叶えてあげたいの～。,おめでとうなの～。<br>そーれ、花吹雪なの～。,自然破壊なの～。<br>お花を摘んだらダメなの～！,妄想ではお嫁さんなの～。<br>でも、本当になったらいいな～。,パンジーにはステキな花言葉があるの。<br>でも、アーサーには教えてあげないの。<br>恥ずかしいから、秘密なの～。,花はいつか散るの～。,お花さんが守ってくれるの～。,しおれちゃダメなの～。,604530010,604530020,604530030,604530030,604530050,604530030,604530020,604530080,604530090,604530010,,
10001023,10001023,10001023,騎士,特殊型ゴルロイス,,,WIND,SUPERRARE,0,461,769,0,77,128,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11103671,11103672,,1,1,10001023,0,10001023,1,M,104,5000,,,20000,10001024,20000022,20000022,20000017,20000017,20000012,20000012,元々のゴルロイスは先代の王ウーサー<br>の敵だったが、マーリンはその実力を<br>認めていたため、彼の因子を基に複製<br>を製造した。しかし同一因子の掛け合<br>わせによる宿命で本来の性能は再現で<br>きなかった。一方、ゴルロイスは魔女<br>達の父でもあるため、因子構造を解析<br>して魔女への対抗策を練るために製造<br>した、とする説もある。,おぐち,村上 裕哉,MALE,81,67,89,168,58,RIGHT,,,,,,,,,男性,C:81、W:67、H:89,168cm,58kg,右,,,,,,,,,男性,C:81、W:67、H:89,168cm,58kg,右,,,,,,,,,うちの奥さん、ものすごく美人なんですよ。<br>だから、留守中に他の男が言い寄ってこないか、<br>いつもヒヤヒヤして……。こら、ウーサー！！,ゴルロイスです。<br>よくお人好しって言われます……。,ゴルロイスです。<br>よくお人好しって言われます……。,もっと強くならなければ、<br>妻を守れませんから……！,フフフ……、<br>この技でウーサーを……！,今はこれが限界か……。<br>もっと、もっと強くなりたい……！,さっと行って、さっと帰りましょう。<br>妻が心配なので……！,お助けしましょう！,宝箱です。ちゃっちゃと拾って、<br>先を急ぎましょう！,強敵です。<br>生きて妻の元に帰れますかね……？,あなたなら、信じられそうです。<br>……信じていいですよね？,妻をよこせという命令以外なら、<br>何でも聞きますよ……。,私は妻の元へ帰るんだ！,皆さん、生きて帰りましょう！,妻が……、待っているんだ……！,600990010,600990020,600990030,600990030,600990050,600990030,600990020,600990080,600990090,600990010,,
10001024,10001024,10001023,亡王の化身,特殊型ゴルロイス,,,WIND,ULTRARARE,0,857,1269,0,143,212,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11103681,11103682,,1,2,10001024,0,10001024,1,L,105,15000,,,,,,,,,,,元々のゴルロイスは先代の王ウーサー<br>の敵だったが、マーリンはその実力を<br>認めていたため、彼の因子を基に複製<br>を製造した。しかし同一因子の掛け合<br>わせによる宿命で本来の性能は再現で<br>きなかった。一方、ゴルロイスは魔女<br>達の父でもあるため、因子構造を解析<br>して魔女への対抗策を練るために製造<br>した、とする説もある。,おぐち,村上 裕哉,MALE,81,67,89,168,58,RIGHT,,,,,,,,,男性,C:81、W:67、H:89,168cm,58kg,右,,,,,,,,,男性,C:81、W:67、H:89,168cm,58kg,右,,,,,,,,,他人を信用し過ぎるとろくなことないですよ。<br>世の中には、平気で人のことを<br>裏切るやつがいるんですから……！,あなたのこと……、<br>信用してもいいんですよね！？,これだけ強くなれば、<br>妻を守ることもできるはず……。,もっともっと強くなりますよ。<br>妻に言い寄る男を撃退するために！,この技で守ってみせる<br>我が妻を……！,これで万全だ……！<br>妻は渡さんぞ、ウーサー！！,妻よ……！<br>私が帰るまで、無事でいてくれ！！,支援致します！,宝箱です。<br>私にとっては妻が宝です。,強敵です。こいつを倒して、<br>勢いついでにウーサーも……！,あなただけです、<br>信じられるのは……。,あなたが妻をよこせというなら、<br>私は……、くぅっ……！　わ、私は……！！<br>うぉおおおおおおおおおお！！,ウーサーめ！（八つ当たり）,絶対、生きて帰るぞー！！,守れなかった……、あなたも妻も……！,600990010,600990020,600990030,600990030,600990050,600990030,600990020,600990080,600990090,600990010,,
#161018_PSO2グループ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203029,10203029,10203029,騎士,PSO2型リサ,,,WIND,ULTRARARE,0,623,923,0,156,231,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11103691,11103692,,1,1,10203029,0,10203029,1,L,105,15000,,,30000,10203030,20000025,20000022,20000022,20000017,20000017,20000017,レンジャーの教導官を務めるキャスト<br>の女性。サディスティックな性格で、<br>敵を苦しませて倒すことを好む。異常<br>とも思える行動も多いが、まれに本質<br>を見抜いた鋭い発言をすることも。得<br>意な武器はアサルトライフルで敵をじ<br>わじわと追い詰めなぶり殺せるところ<br>が好みらしい。,T-TRACK,花澤 香菜,FEMALE,不明,不明,不明,156,不明,UNKNOWN,,,,,,,,,女性,B:不明、W:不明、H:不明,156cm,不明,不明,,,,,,,,,女性,B:不明、W:不明、H:不明,156cm,不明,不明,,,,,,,,,ダウンロード中,これはこれは！ どうも！<br>どうもどうも、元気にやってますか！,ここから楽しくなりますよ！,もっともぉーっと敵さんを……<br>撃って撃って殺して殺してッ！,悪くない……ですねェ。,強くなりましたねェ！,リサはね、敵さんを撃てるなら……<br>なあーんでもいいんですよォ～。,うれしくてうれしくて！<br>たまらず撃ってしまいそうでしたよ！,美しいですねえ……華麗ですよォ！,感じません？ あなたは感じません？<br>ここ、と～ってもヘンな感じですよ。,うふふ、ほらほらァ！<br>リサをほめてくださいねー！,リサはただマトを撃って撃って殺して殺して、<br>殺し続けるだけ……<br>だってそれがリサのやりたいことですからねえ。,死んで！×４ 死んでくださァいッ！,ドかぁんと撃ちますよォ！,敵も味方も関係なく撃っていい世界……,650360010,650360020,650360030,650360030,650360050,650360030,650360020,650360080,650360090,650360010,,
10203030,10203030,10203029,無垢なる銃姫,PSO2型リサ,,,WIND,MILLIONRARE,0,1097,1523,0,274,381,0,0,0,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,11103701,11103702,,1,2,10203030,0,10203030,1,L,106,30000,,,,,,,,,,,レンジャーの教導官を務めるキャスト<br>の女性。サディスティックな性格で、<br>敵を苦しませて倒すことを好む。異常<br>とも思える行動も多いが、まれに本質<br>を見抜いた鋭い発言をすることも。得<br>意な武器はアサルトライフルで敵をじ<br>わじわと追い詰めなぶり殺せるところ<br>が好みらしい。,T-TRACK,花澤 香菜,FEMALE,不明,不明,不明,156,不明,UNKNOWN,,,,,,,,,女性,B:不明、W:不明、H:不明,156cm,不明,不明,,,,,,,,,女性,B:不明、W:不明、H:不明,156cm,不明,不明,,,,,,,,,ダウンロード中,これはこれは！ どうも！<br>どうもどうも、元気にやってますか！,ここから楽しくなりますよ！,もっともぉーっと敵さんを……<br>撃って撃って殺して殺してッ！,悪くない……ですねェ。,強くなりましたねェ！,リサはね、敵さんを撃てるなら……<br>なあーんでもいいんですよォ～。,うれしくてうれしくて！<br>たまらず撃ってしまいそうでしたよ！,美しいですねえ……華麗ですよォ！,感じません？ あなたは感じません？<br>ここ、と～ってもヘンな感じですよ。,うふふ、ほらほらァ！<br>リサをほめてくださいねー！,リサはただマトを撃って撃って殺して殺して、<br>殺し続けるだけ……<br>だってそれがリサのやりたいことですからねえ。,死んで！×４ 死んでくださァいッ！,ドかぁんと撃ちますよォ！,敵も味方も関係なく撃っていい世界……,650360010,650360020,650360030,650360030,650360050,650360030,650360020,650360080,650360090,650360010,,
10203031,10203031,10203031,騎士,PSO2型ﾀﾞｰｸﾌｧﾙｽ･ﾙｰｻｰ,,,DARK,ULTRARARE,0,779,1154,0,0,0,0,130,192,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,13202461,13202462,,1,1,10203031,0,10203031,1,L,105,15000,,,30000,10203032,20000025,20000024,20000024,20000019,20000019,20000019,フォトナー唯一の生き残りである「ル<br>ーサー」を憑代に復活したダークファ<br>ルスの１人。憑代となったルーサーの<br>シオンへの執着によりダークファルス<br>の本懐である「深遠なる闇」の復活よ<br>りも「全知」を得ることを目的とし、<br>シオンとの一体化を目論むもプレイヤ<br>ー(PSO2)の活躍により野望は阻<br>まれる。,PHP,櫻井 孝宏,MALE,不明,不明,不明,191,不明,UNKNOWN,,,,,,,,,男性,C:不明、W:不明、H:不明,191cm,不明,不明,,,,,,,,,男性,C:不明、W:不明、H:不明,191cm,不明,不明,,,,,,,,,ダウンロード中,わが名は【敗者】……<br>全知そのものだ！,僕は原初。僕は終末。万事はここより<br>始まりて、これにて終わる。,貴様は……貴様たちだけは……<br>僕が、僕が！ 僕がこの手でぇッ！,いまこそ！ 全知をつかむ時！,全知をここへ！ 僕のもとへッ！,深淵と崩壊の先に！<br>全知へ至る定理があるッ！,全事象演算終了、解は出た……,素晴らしい……素晴らしい！<br>素晴らしいぞ、これはッ！,式に不純物がッ！？,そんなもの、全知の前には……<br>等しく無価値だというのに！,違う……これは……僕の望んだ感情ではない……,無意味だ無駄だ愚かしい！,試算完了……プレゼントだ！,馬鹿な！ どこだ……どこに間違いが……,650370010,650370020,650370030,650370030,650370050,650370030,650370020,650370080,650370090,650370010,,
10203032,10203032,10203031,全知の支敗者,PSO2型ﾀﾞｰｸﾌｧﾙｽ･ﾙｰｻｰ,,,DARK,MILLIONRARE,0,1371,1904,0,0,0,0,228,317,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,13202471,13202472,,1,2,10203032,0,10203032,1,L,106,30000,,,,,,,,,,,フォトナー唯一の生き残りである「ル<br>ーサー」を憑代に復活したダークファ<br>ルスの１人。憑代となったルーサーの<br>シオンへの執着によりダークファルス<br>の本懐である「深遠なる闇」の復活よ<br>りも「全知」を得ることを目的とし、<br>シオンとの一体化を目論むもプレイヤ<br>ー(PSO2)の活躍により野望は阻<br>まれる。,PHP,櫻井 孝宏,MALE,不明,不明,不明,191,不明,UNKNOWN,,,,,,,,,男性,C:不明、W:不明、H:不明,191cm,不明,不明,,,,,,,,,男性,C:不明、W:不明、H:不明,191cm,不明,不明,,,,,,,,,ダウンロード中,わが名は【敗者】……<br>全知そのものだ！,僕は原初。僕は終末。万事はここより<br>始まりて、これにて終わる。,貴様は……貴様たちだけは……<br>僕が、僕が！ 僕がこの手でぇッ！,いまこそ！ 全知をつかむ時！,全知をここへ！ 僕のもとへッ！,深淵と崩壊の先に！<br>全知へ至る定理があるッ！,全事象演算終了、解は出た……,素晴らしい……素晴らしい！<br>素晴らしいぞ、これはッ！,式に不純物がッ！？,そんなもの、全知の前には……<br>等しく無価値だというのに！,違う……これは……僕の望んだ感情ではない……,無意味だ無駄だ愚かしい！,試算完了……プレゼントだ！,馬鹿な！ どこだ……どこに間違いが……,650370010,650370020,650370030,650370030,650370050,650370030,650370020,650370080,650370090,650370010,,
10203033,10203033,10203033,騎士,PSO2型ゼノ,,,FIRE,SUPERRARE,0,419,699,0,70,117,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11103711,11103712,,1,1,10203033,0,10203033,1,L,104,5000,,,20000,10203034,20000020,20000020,20000015,20000015,20000010,20000010,先輩アークスとして「師匠」の教えを<br>プレイヤー(PSO2)に伝える。一<br>時は復活した【巨躯】との戦いの中、<br>行方不明となるがプレイヤー(PSO<br>2)の時間遡航能力により窮地を救わ<br>れる。その後、三英雄のマリアの下で<br>厳しい修行を受け創世器「戒剣ナナキ<br>」に認められ、空席となっていた六芒<br>均衡の四となった。,富岡二郎,木村 良平,MALE,不明,不明,不明,187,不明,UNKNOWN,,,,,,,,,男性,C:不明、W:不明、H:不明,187cm,不明,不明,,,,,,,,,男性,C:不明、W:不明、H:不明,187cm,不明,不明,,,,,,,,,ダウンロード中,ヨロシクな！,んじゃ、ヨロシクな！,いい動きだ！,そこだな！,まさかここまでとは……<br>たまげたな。,忘れるな。お前さんには、<br>俺たちがついているからな！,奥の手いくぜ！,さすがだな！ 期待以上だぜ。,こういう空気の時は危ないんだ……,その……ありがとな。,すまん……今は、これで許してくれ。<br>お前にこっぴどく怒られる前に……<br>やらなきゃならんことがある。,響け戒剣ッ……ナナキ！,こいつで終わりだッ！,あっちゃあ～、しくじったかァ……,650390010,650390020,650390030,650390030,650390050,650390030,650390020,650390080,650390090,650390010,,
10203034,10203034,10203033,新生六芒の四,PSO2型ゼノ,,,FIRE,ULTRARARE,0,779,1154,0,130,192,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11103721,11103722,,1,2,10203034,0,10203034,1,L,105,15000,,,,,,,,,,,先輩アークスとして「師匠」の教えを<br>プレイヤー(PSO2)に伝える。一<br>時は復活した【巨躯】との戦いの中、<br>行方不明となるがプレイヤー(PSO<br>2)の時間遡航能力により窮地を救わ<br>れる。その後、三英雄のマリアの下で<br>厳しい修行を受け創世器「戒剣ナナキ<br>」に認められ、空席となっていた六芒<br>均衡の四となった。,富岡二郎,木村 良平,MALE,不明,不明,不明,187,不明,UNKNOWN,,,,,,,,,男性,C:不明、W:不明、H:不明,187cm,不明,不明,,,,,,,,,男性,C:不明、W:不明、H:不明,187cm,不明,不明,,,,,,,,,ダウンロード中,ヨロシクな！,んじゃ、ヨロシクな！,いい動きだ！,そこだな！,まさかここまでとは……<br>たまげたな。,忘れるな。お前さんには、<br>俺たちがついているからな！,奥の手いくぜ！,さすがだな！ 期待以上だぜ。,こういう空気の時は危ないんだ……,その……ありがとな。,すまん……今は、これで許してくれ。<br>お前にこっぴどく怒られる前に……<br>やらなきゃならんことがある。,響け戒剣ッ……ナナキ！,こいつで終わりだッ！,あっちゃあ～、しくじったかァ……,650390010,650390020,650390030,650390030,650390050,650390030,650390020,650390080,650390090,650390010,,
10203035,10203035,10203035,騎士,PSO2型カトリ,,,LIGHT,SUPERRARE,0,587,979,0,42,70,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,12502441,12502442,,1,1,10203035,0,10203035,1,L,104,5000,,,20000,10203036,20000023,20000023,20000018,20000018,20000013,20000013,バウンサークラスの試験運用を任され<br>たニューマンの女性。お嬢様育ちだが<br>アークスとなった。場の雰囲気に流さ<br>れやすく未熟で怠け者で嘘つきだが、<br>諦めの悪さだけは超一流。主にデュア<br>ルブレードを扱うが、その理由は「ジ<br>ェットブーツははしたない」とのこと<br>。,活断層,桑島 法子,FEMALE,不明,不明,不明,173,不明,UNKNOWN,,,,,,,,,女性,B:不明、W:不明、H:不明,173cm,不明,不明,,,,,,,,,女性,B:不明、W:不明、H:不明,173cm,不明,不明,,,,,,,,,ダウンロード中,どおーんとォ！ ゲホッ、ゲホホッ！,世の中には、物のはずみという<br>言葉もあってですね……,いえ、いえいえ！<br>まだまだイケます！ ワタクシは……,あれ？ もしかしてワタクシ、<br>ノセられました？ ,やりました！ いい感じですね！,ワタクシ、参上ですわ！,ワタクシのがんばり……<br>見ていてくださいねッ！,ワタクシにも分けていただけません？,ワタクシの直感恐怖レーダーに、<br>反応があった気がしただけです。,こんな所でお逢いするなんて、偶然？<br>いいえ！ 運命……,やりましたね！<br>貴方様と一緒だったから楽……<br>じゃなくて、貴方様のおかげですわ！,これで……終わりですわッ！,ワタクシだってやる時はやるんです！,うわーん！ ワタクシをなぐさめて……,650380010,650380020,650380030,650380030,650380050,650380030,650380020,650380080,650380090,650380010,,
