#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示時に掛ける数,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（１４文字）,,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
61007903,物攻熟练 极 等级3,physical mastery,物理伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007903,
61007911,魔攻熟练 极 等级1,magic mastery,魔法伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007911,
61007912,魔攻熟练 极 等级2,magic mastery,魔法伤害提升1.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007912,
61007913,魔攻熟练 极 等级3,magic mastery,魔法伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007913,
61007921,物魔熟练 极 等级1,physical/magic mastery,伤害提升0.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007921,
61007922,物魔熟练 极 等级2,physical/magic mastery,伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007922,
61007923,物魔熟练 极 等级3,physical/magic mastery,伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007923,
61007931,物攻增强 极 等级1,physical enhance,物理伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007931,
61007932,物攻增强 极 等级2,physical enhance,物理伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007932,
61007933,物攻增强 极 等级3,physical enhance,物理伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007933,
61007941,魔攻增强 极 等级1,magic enhance,魔法伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007941,
61007942,魔攻增强 极 等级2,magic enhance,魔法伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007942,
61007943,魔攻增强 极 等级3,magic enhance,魔法伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007943,
61007951,物魔攻增强 极 等级1,physical/magic enhance,伤害提升效果提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007951,
61007952,物魔攻增强 极 等级2,physical/magic enhance,伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007952,
61007953,物魔攻增强 极 等级3,physical/magic enhance,伤害提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007953,
61007961,物防增强 极 等级1,physical protect,物理防御提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007961,
61007962,物防增强 极 等级2,physical protect,物理防御提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007962,
61007963,物防增强 极 等级3,physical protect,物理防御提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007963,
61007971,魔防增强 极 等级1,magic protect,魔法防御提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007971,
61007972,魔防增强 极 等级2,magic protect,魔法防御提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007972,
61007973,魔防增强 极 等级3,magic protect,魔法防御提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007973,
61007981,物魔防增强 极 等级1,physical/magic protect,防御提升效果提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007981,
61007982,物魔防增强 极 等级2,physical/magic protect,防御提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007982,
61007983,物魔防增强 极 等级3,physical/magic protect,防御提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007983,
61007991,物攻弱化 极 等级1,physical weaken,物理伤害降低效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007991,
61007992,物攻弱化 极 等级2,physical weaken,物理伤害降低效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007992,
61007993,物攻弱化 极 等级3,physical weaken,物理伤害降低效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61007993,
61008001,魔攻弱化 极 等级1,magic weaken,魔法伤害降低效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008001,
61008002,魔攻弱化 极 等级2,magic weaken,魔法伤害降低效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008002,
61008003,魔攻弱化 极 等级3,magic weaken,魔法伤害降低效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008003,
61008011,物魔攻弱化 极 等级1,physical/magic weaken,伤害降低效果提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008011,
61008012,物魔攻弱化 极 等级2,physical/magic weaken,伤害降低效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008012,
61008013,物魔攻弱化 极 等级3,physical/magic weaken,伤害降低效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008013,
61008021,物防弱化 极 等级1,physical decay,物理防御降低效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008021,
61008022,物防弱化 极 等级2,physical decay,物理防御降低效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008022,
61008023,物防弱化 极 等级3,physical decay,物理防御降低效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008023,
61008031,魔防弱化 极 等级1,magic decay,魔法防御降低效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008031,
61008032,魔防弱化 极 等级2,magic decay,魔法防御降低效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008032,
61008033,魔防弱化 极 等级3,magic decay,魔法防御降低效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008033,
61008041,物魔防弱化 极 等级1,physical/magic decay,防御降低效果提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008041,
61008042,物魔防弱化 极 等级2,physical/magic decay,防御降低效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008042,
61008043,物魔防弱化 极 等级3,physical/magic decay,防御降低效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008043,
61008051,治疗熟练 极 等级1,medic mastery,恢复效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008051,
61008052,治疗熟练 极 等级2,medic mastery,恢复效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008052,
61008053,治疗熟练 极 等级3,medic mastery,恢复效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008053,
61008061,物一闪 极 等级1,physical slasher,物理暴击率提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008061,
61008062,物一闪 极 等级2,physical slasher,物理暴击率提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008062,
61008063,物一闪 极 等级3,physical slasher,物理暴击率提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008063,
61008071,魔一闪 极 等级1,magic slasher,魔法暴击率提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008071,
61008072,魔一闪 极 等级2,magic slasher,魔法暴击率提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008072,
61008073,魔一闪 极 等级3,magic slasher,魔法暴击率提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008073,
61008081,物魔一闪 极 等级1,physical/magic slasher,暴击率提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008081,
61008082,物魔一闪 极 等级2,physical/magic slasher,暴击率提升1.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008082,
61008083,物魔一闪 极 等级3,physical/magic slasher,暴击率提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,NEUTRAL,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008083,
61008091,[火/冰]物魔熟练 极 等级1,fire/ice mastery,火/冰属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008091,
61008092,[火/冰]物魔熟练 极 等级2,fire/ice mastery,火/冰属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008092,
61008093,[火/冰]物魔熟练 极 等级3,fire/ice mastery,火/冰属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008093,
61008101,[火/风]物魔熟练 极 等级1,fire/wind mastery,火/风属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008101,
61008102,[火/风]物魔熟练 极 等级2,fire/wind mastery,火/风属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008102,
61008103,[火/风]物魔熟练 极 等级3,fire/wind mastery,火/风属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008103,
61008111,[火/光]物魔熟练 极 等级1,fire/light mastery,火/光属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008111,
61008112,[火/光]物魔熟练 极 等级2,fire/light mastery,火/光属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008112,
61008113,[火/光]物魔熟练 极 等级3,fire/light mastery,火/光属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008113,
61008121,[火/暗]物魔熟练 极 等级1,fire/dark mastery,火/暗属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008121,
61008122,[火/暗]物魔熟练 极 等级2,fire/dark mastery,火/暗属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008122,
61008123,[火/暗]物魔熟练 极 等级3,fire/dark mastery,火/暗属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008123,
61008131,[冰/风]物魔熟练 极 等级1,ice/wind mastery,冰/风属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008131,
61008132,[冰/风]物魔熟练 极 等级2,ice/wind mastery,冰/风属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008132,
61008133,[冰/风]物魔熟练 极 等级3,ice/wind mastery,冰/风属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008133,
61008141,[冰/光]物魔熟练 极 等级1,ice/light mastery,冰/光属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008141,
61008142,[冰/光]物魔熟练 极 等级2,ice/light mastery,冰/光属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008142,
61008143,[冰/光]物魔熟练 极 等级3,ice/light mastery,冰/光属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008143,
61008151,[冰/暗]物魔熟练 极 等级1,ice/dark mastery,冰/暗属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008151,
61008152,[冰/暗]物魔熟练 极 等级2,ice/dark mastery,冰/暗属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008152,
61008153,[冰/暗]物魔熟练 极 等级3,ice/dark mastery,冰/暗属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008153,
61008161,[风/光]物魔熟练 极 等级1,wind/light mastery,风/光属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008161,
61008162,[风/光]物魔熟练 极 等级2,wind/light mastery,风/光属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008162,
61008163,[风/光]物魔熟练 极 等级3,wind/light mastery,风/光属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008163,
61008171,[风/暗]物魔熟练 极 等级1,wind/dark mastery,风/暗属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008171,
61008172,[风/暗]物魔熟练 极 等级2,wind/dark mastery,风/暗属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008172,
61008173,[风/暗]物魔熟练 极 等级3,wind/dark mastery,风/暗属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008173,
61008181,[光/暗]物魔熟练 极 等级1,light/dark mastery,光/暗属性的伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008181,
61008182,[光/暗]物魔熟练 极 等级2,light/dark mastery,光/暗属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008182,
61008183,[光/暗]物魔熟练 极 等级3,light/dark mastery,光/暗属性的伤害提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008183,
61008191,[火/冰]物魔攻增强 极 等级1,fire/ice enhance,火/冰属性的伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008191,
61008192,[火/冰]物魔攻增强 极 等级2,fire/ice enhance,火/冰属性的伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008192,
61008193,[火/冰]物魔攻增强 极 等级3,fire/ice enhance,火/冰属性的伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008193,
61008201,[火/风]物魔攻增强 极 等级1,fire/wind enhance,火/风属性的伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008201,
61008202,[火/风]物魔攻增强 极 等级2,fire/wind enhance,火/风属性的伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008202,
61008203,[火/风]物魔攻增强 极 等级3,fire/wind enhance,火/风属性的伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008203,
61008211,[火/光]物魔攻增强 极 等级1,fire/light enhance,火/光属性的伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008211,
61008212,[火/光]物魔攻增强 极 等级2,fire/light enhance,火/光属性的伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008212,
61008213,[火/光]物魔攻增强 极 等级3,fire/light enhance,火/光属性的伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008213,
61008221,[火/暗]物魔攻增强 极 等级1,fire/dark enhance,火/暗属性的伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008221,
61008222,[火/暗]物魔攻增强 极 等级2,fire/dark enhance,火/暗属性的伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008222,
61008223,[火/暗]物魔攻增强 极 等级3,fire/dark enhance,火/暗属性的伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008223,
61008231,[冰/风]物魔攻增强 极 等级1,ice/wind enhance,冰/风属性的伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008231,
61008232,[冰/风]物魔攻增强 极 等级2,ice/wind enhance,冰/风属性的伤害提升效果提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008232,
61008233,[冰/风]物魔攻增强 极 等级3,ice/wind enhance,冰/风属性的伤害提升效果提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008233,
61008241,[冰/光]物魔攻增强 极 等级1,ice/light enhance,冰/光属性的伤害提升效果提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61008241,
